Date,Time,Avg Wait Time (US),Max Wait Time (US),Avg Wait Time (Non-US),Max Wait Time (Non-US),Avg Wait Time,Max Wait Time,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
12/8/2017,1500 - 1600,4,18,10,28,7,28,789,128,0,0,0,0,0,39,956,6,26
12/8/2017,1600 - 1700,8,45,14,46,11,46,840,380,53,2,0,0,0,44,1319,8,27
12/8/2017,1700 - 1800,8,38,16,41,12,41,498,230,31,0,0,0,0,32,791,5,34
12/8/2017,1800 - 1900,9,48,20,61,15,61,1008,422,199,63,2,0,0,60,1754,9,37
12/8/2017,1900 - 2000,11,56,20,65,15,65,1064,365,250,36,1,0,0,62,1778,11,32
12/8/2017,2000 - 2100,7,37,19,49,12,49,396,122,55,5,0,0,0,19,597,6,24
12/8/2017,2100 - 2200,6,56,9,57,7,57,322,37,7,11,0,0,0,8,385,3,21
12/8/2017,2200 - 2300,3,26,8,34,6,34,426,75,4,0,0,0,0,27,532,5,20
12/8/2017,2300 - 0000,8,30,14,50,12,50,296,102,15,4,0,0,0,24,441,6,19
12/9/2017,0500 - 0600,19,36,22,38,21,38,82,291,44,0,0,0,0,14,431,2,30
12/9/2017,0600 - 0700,8,27,18,53,15,53,1388,627,259,22,0,0,0,81,2377,8,43
12/9/2017,0700 - 0800,4,32,9,43,6,43,860,94,6,0,0,0,0,30,990,4,26
12/9/2017,0800 - 0900,16,63,22,83,20,83,599,559,211,57,11,0,0,50,1487,8,31
12/9/2017,0900 - 1000,8,82,34,83,25,83,735,275,180,144,205,0,0,55,1594,10,30
12/9/2017,1000 - 1100,6,31,12,31,9,31,157,54,2,0,0,0,0,9,222,3,16
12/9/2017,1100 - 1200,11,75,19,69,15,75,902,408,124,38,9,0,0,55,1536,9,29
12/9/2017,1200 - 1300,12,66,22,86,18,86,866,513,213,72,25,0,0,70,1759,11,31
12/9/2017,1300 - 1400,13,70,24,86,20,86,674,368,238,67,23,0,0,52,1422,7,33
12/9/2017,1400 - 1500,11,52,25,77,19,77,1028,519,252,112,49,0,0,70,2030,12,35
12/9/2017,1500 - 1600,8,34,15,41,11,41,1112,315,95,0,0,0,0,56,1578,8,34
12/9/2017,1600 - 1700,11,42,15,48,13,48,853,464,60,3,0,0,0,60,1440,9,36
12/9/2017,1700 - 1800,12,32,16,34,14,34,602,436,23,0,0,0,0,46,1107,4,37
12/9/2017,1800 - 1900,10,49,15,51,13,51,884,347,95,14,0,0,0,43,1383,10,31
12/9/2017,1900 - 2000,15,68,26,70,21,70,745,504,264,103,39,0,0,59,1714,10,34
12/9/2017,2000 - 2100,14,47,19,47,16,47,609,448,134,5,0,0,0,40,1236,7,26
12/9/2017,2100 - 2200,10,30,11,31,11,31,285,127,3,0,0,0,0,21,436,3,17
12/9/2017,2200 - 2300,4,25,8,24,5,25,618,55,0,0,0,0,0,33,706,7,21
12/9/2017,2300 - 0000,13,50,19,52,16,52,286,134,67,16,0,0,0,28,531,5,20
12/10/2017,0000 - 0100,14,14,6,16,8,16,3,1,0,0,0,0,0,2,6,1,2
12/10/2017,0500 - 0600,24,58,36,59,29,59,60,256,158,58,0,0,0,16,548,2,31
12/10/2017,0600 - 0700,10,40,19,54,16,54,1411,843,351,30,0,0,0,86,2721,12,38
12/10/2017,0700 - 0800,9,28,19,41,17,41,323,224,100,0,0,0,0,23,670,2,36
12/10/2017,0800 - 0900,14,61,21,73,18,73,634,334,177,57,18,0,0,37,1257,8,29
12/10/2017,0900 - 1000,15,86,20,50,18,86,775,276,270,18,57,0,0,55,1451,8,35
12/10/2017,1000 - 1100,7,36,13,34,11,36,794,363,14,0,0,0,0,38,1209,6,26
12/10/2017,1100 - 1200,13,84,22,96,18,96,670,518,212,41,8,3,0,62,1514,9,31
12/10/2017,1200 - 1300,12,48,19,49,16,49,580,331,166,15,0,0,0,39,1131,5,33
12/10/2017,1300 - 1400,15,62,19,61,17,62,1048,1098,205,12,2,0,0,78,2443,11,41
12/10/2017,1400 - 1500,10,47,17,48,14,48,759,321,98,8,0,0,0,46,1232,6,36
12/10/2017,1500 - 1600,8,46,12,46,10,46,968,230,59,3,0,0,0,53,1313,6,33
12/10/2017,1600 - 1700,2,16,5,17,4,17,163,3,0,0,0,0,0,6,172,2,22
12/10/2017,1700 - 1800,15,57,23,53,19,57,926,821,342,74,0,0,0,77,2240,10,43
12/10/2017,1800 - 1900,11,62,12,64,11,64,869,332,21,14,2,0,0,49,1287,7,35
12/10/2017,1900 - 2000,16,88,17,84,16,88,1063,598,249,35,17,0,0,74,2036,14,39
12/10/2017,2000 - 2100,11,59,11,59,11,59,701,254,24,10,0,0,0,37,1026,8,26
12/10/2017,2100 - 2200,12,33,14,38,13,38,239,140,12,0,0,0,0,14,405,3,20
12/10/2017,2200 - 2300,14,49,19,58,15,58,394,294,57,4,0,0,0,29,778,7,18
12/10/2017,2300 - 0000,12,44,19,49,15,49,353,141,88,12,0,0,0,25,619,5,17
12/11/2017,0500 - 0600,28,63,38,72,32,72,93,168,305,109,18,0,0,21,714,3,25
12/11/2017,0600 - 0700,13,43,23,56,20,56,778,883,333,40,0,0,0,73,2107,9,32
12/11/2017,0700 - 0800,9,24,11,25,10,25,133,51,0,0,0,0,0,5,189,1,17
12/11/2017,0800 - 0900,8,36,14,34,12,36,682,279,35,0,0,0,0,35,1031,8,31
12/11/2017,0900 - 1000,7,32,13,45,11,45,970,339,56,0,0,0,0,56,1421,7,31
12/11/2017,1000 - 1100,8,32,12,41,10,41,555,159,16,0,0,0,0,28,758,7,23
12/11/2017,1100 - 1200,11,47,20,81,16,81,895,434,146,73,24,0,0,54,1626,10,29
12/11/2017,1200 - 1300,11,38,18,44,14,44,486,244,88,0,0,0,0,30,848,4,29
12/11/2017,1300 - 1400,11,62,16,62,13,62,979,490,83,14,3,0,0,61,1630,7,39
12/11/2017,1400 - 1500,7,48,12,50,10,50,942,308,25,6,0,0,0,47,1328,7,39
12/11/2017,1500 - 1600,4,20,8,20,6,20,552,33,0,0,0,0,0,21,606,4,30
12/11/2017,1600 - 1700,9,41,14,48,11,48,1214,429,51,3,0,0,0,64,1761,8,33
12/11/2017,1700 - 1800,12,41,18,49,15,49,625,417,122,5,0,0,0,36,1205,7,35
12/11/2017,1800 - 1900,13,41,16,41,14,41,857,596,68,0,0,0,0,50,1571,8,38
12/11/2017,1900 - 2000,13,45,16,47,14,47,1313,814,175,10,0,0,0,82,2394,16,37
12/11/2017,2000 - 2100,6,25,11,30,8,30,275,59,0,0,0,0,0,13,347,3,12
12/11/2017,2100 - 2200,7,21,6,22,6,22,245,33,0,0,0,0,0,11,289,2,21
12/11/2017,2200 - 2300,5,28,9,31,7,31,898,151,1,0,0,0,0,45,1095,9,20
12/11/2017,2300 - 0000,9,60,9,59,9,60,253,39,6,8,0,0,0,14,320,4,19
12/12/2017,0000 - 0100,6,20,10,21,8,21,83,13,0,0,0,0,0,6,102,1,12
12/12/2017,0500 - 0600,16,56,30,69,24,69,277,358,214,71,10,0,0,30,960,4,24
12/12/2017,0600 - 0700,14,50,29,60,24,60,635,744,197,335,0,0,0,60,1971,7,27
12/12/2017,0700 - 0800,11,31,16,33,14,33,386,289,8,0,0,0,0,23,706,3,26
12/12/2017,0800 - 0900,10,46,16,48,14,48,492,263,72,4,0,0,0,26,857,8,26
12/12/2017,0900 - 1000,7,32,14,43,11,43,866,344,23,0,0,0,0,46,1279,9,26
12/12/2017,1000 - 1100,7,36,11,33,10,36,508,119,9,0,0,0,0,25,661,5,23
12/12/2017,1100 - 1200,11,49,21,49,18,49,505,331,143,16,0,0,0,33,1028,7,25
12/12/2017,1200 - 1300,6,25,11,34,9,34,734,159,4,0,0,0,0,28,925,3,32
12/12/2017,1300 - 1400,12,58,18,59,16,59,984,595,187,33,0,0,0,95,1894,10,37
12/12/2017,1400 - 1500,6,32,13,49,9,49,741,182,43,3,0,0,0,36,1005,8,30
12/12/2017,1500 - 1600,12,38,18,53,15,53,739,301,167,18,0,0,0,57,1282,5,29
12/12/2017,1600 - 1700,8,39,17,44,14,44,651,303,108,0,0,0,0,45,1107,8,31
12/12/2017,1700 - 1800,11,27,11,27,11,27,437,159,0,0,0,0,0,27,623,3,27
12/12/2017,1800 - 1900,16,60,22,65,19,65,954,666,330,133,3,0,0,66,2152,11,32
12/12/2017,1900 - 2000,12,48,20,56,16,56,411,276,117,7,0,0,0,30,841,7,36
12/12/2017,2000 - 2100,9,58,22,63,13,63,725,261,67,36,12,0,0,34,1135,5,32
12/12/2017,2100 - 2200,11,41,23,62,17,62,373,145,121,34,3,0,0,25,701,5,23
12/12/2017,2200 - 2300,19,80,28,86,24,86,222,103,26,41,50,0,0,24,466,5,18
12/12/2017,2300 - 0000,7,45,16,64,12,64,328,113,38,2,1,0,0,29,511,4,18
12/13/2017,0500 - 0600,0,19,3,19,2,19,247,10,0,0,0,0,0,6,263,1,23
12/13/2017,0600 - 0700,9,48,17,66,14,66,1026,736,96,3,3,0,0,57,1921,8,33
12/13/2017,0700 - 0800,11,65,15,64,14,65,1313,549,140,43,10,0,0,66,2121,7,31
12/13/2017,0800 - 0900,8,31,15,44,13,44,445,229,48,0,0,0,0,22,744,7,27
12/13/2017,0900 - 1000,9,45,15,47,13,47,1039,523,92,2,0,0,0,87,1743,9,34
12/13/2017,1000 - 1100,8,27,12,30,10,30,470,169,0,0,0,0,0,22,661,5,26
12/13/2017,1100 - 1200,9,36,15,87,12,87,649,257,23,7,7,0,0,38,981,5,33
12/13/2017,1200 - 1300,12,70,17,87,15,87,1039,675,111,16,18,0,0,60,1919,10,38
12/13/2017,1300 - 1400,15,54,19,55,17,55,894,562,219,67,0,0,0,59,1801,8,43
12/13/2017,1400 - 1500,8,40,19,43,15,43,178,144,59,0,0,0,0,13,394,4,20
12/13/2017,1500 - 1600,12,58,17,64,15,64,1238,535,219,46,10,0,0,76,2124,10,31
12/13/2017,1600 - 1700,13,57,22,58,17,58,728,389,202,50,0,0,0,52,1421,7,32
12/13/2017,1700 - 1800,14,67,32,84,25,84,701,481,229,196,129,0,0,61,1797,7,32
12/13/2017,1800 - 1900,9,56,20,69,16,69,561,101,108,74,16,0,0,29,889,6,27
12/13/2017,1900 - 2000,19,69,28,94,24,94,724,544,256,203,120,1,0,91,1939,13,35
12/13/2017,2000 - 2100,7,33,24,51,13,51,354,119,81,4,0,0,0,17,575,4,25
12/13/2017,2100 - 2200,7,32,12,31,9,32,482,154,3,0,0,0,0,16,655,5,22
12/13/2017,2200 - 2300,10,41,20,54,14,54,397,199,69,12,0,0,0,25,702,6,18
12/13/2017,2300 - 0000,13,39,21,47,17,47,209,192,69,3,0,0,0,18,491,5,15
12/14/2017,0500 - 0600,17,50,26,58,22,58,253,284,169,38,0,0,0,22,766,3,28
12/14/2017,0600 - 0700,19,58,35,87,29,87,521,1112,716,432,100,0,0,88,2969,10,32
12/14/2017,0700 - 0800,9,36,18,36,16,36,287,137,78,0,0,0,0,14,516,3,31
12/14/2017,0800 - 0900,7,57,15,54,12,57,907,424,61,11,0,0,0,49,1452,9,38
12/14/2017,0900 - 1000,9,63,20,63,16,63,581,345,106,35,3,0,0,37,1107,6,34
12/14/2017,1000 - 1100,8,56,16,55,13,56,777,341,56,5,0,0,0,37,1216,6,25
12/14/2017,1100 - 1200,10,60,22,77,18,77,941,404,149,87,36,0,0,56,1673,10,31
12/14/2017,1200 - 1300,14,70,30,83,23,83,875,422,190,234,124,0,0,98,1943,5,41
12/14/2017,1300 - 1400,14,65,28,69,23,69,648,543,346,175,25,0,0,59,1796,9,39
12/14/2017,1400 - 1500,9,29,19,38,14,38,248,158,17,0,0,0,0,14,437,3,23
12/14/2017,1500 - 1600,14,81,24,91,20,91,920,333,178,174,59,1,0,58,1723,7,32
12/14/2017,1600 - 1700,14,54,24,56,19,56,591,418,218,91,0,0,0,53,1371,8,28
12/14/2017,1700 - 1800,14,76,27,86,21,86,725,559,192,103,82,0,0,61,1722,7,31
12/14/2017,1800 - 1900,9,70,23,72,18,72,695,184,55,115,54,0,0,39,1142,8,27
12/14/2017,1900 - 2000,9,74,35,92,25,92,684,207,148,140,181,4,0,65,1429,9,31
12/14/2017,2000 - 2100,10,44,20,56,12,56,434,163,48,9,0,0,0,23,677,6,26
12/14/2017,2100 - 2200,12,47,20,46,17,47,310,248,109,3,0,0,0,21,691,4,27
12/14/2017,2200 - 2300,16,52,24,74,20,74,291,129,117,42,7,0,0,28,614,5,26
12/14/2017,2300 - 0000,25,93,40,99,35,99,222,123,71,82,138,23,0,38,697,7,16
12/15/2017,0500 - 0600,15,35,15,42,15,42,376,286,73,0,0,0,0,24,759,3,29
12/15/2017,0600 - 0700,7,31,15,36,13,36,1010,538,38,0,0,0,0,54,1640,6,33
12/15/2017,0700 - 0800,7,32,15,54,13,54,739,347,21,3,0,0,0,38,1148,5,30
12/15/2017,0800 - 0900,8,51,13,47,12,51,1045,408,29,3,0,0,0,46,1531,7,32
12/15/2017,0900 - 1000,9,42,20,50,16,50,1079,558,264,6,0,0,0,80,1987,10,37
12/15/2017,1000 - 1100,11,33,16,52,14,52,502,291,27,7,0,0,0,26,853,4,25
12/15/2017,1100 - 1200,10,45,21,54,17,54,735,456,188,45,0,0,0,46,1470,8,29
12/15/2017,1200 - 1300,10,41,17,64,15,64,410,229,63,11,1,0,0,32,746,5,26
12/15/2017,1300 - 1400,16,74,36,83,29,83,883,1013,771,578,213,0,0,119,3577,13,47
12/15/2017,1400 - 1500,12,49,23,53,19,53,351,314,117,39,0,0,0,35,856,4,27
12/15/2017,1500 - 1600,9,31,17,53,14,53,872,434,108,2,0,0,0,45,1461,7,36
12/15/2017,1600 - 1700,8,38,21,96,16,96,1090,472,156,42,29,8,0,69,1866,8,31
12/15/2017,1700 - 1800,13,76,35,95,26,95,767,444,187,116,229,16,0,62,1821,8,35
12/15/2017,1800 - 1900,11,73,26,81,21,81,677,404,162,109,81,0,0,45,1478,8,30
12/15/2017,1900 - 2000,13,95,38,104,27,104,1020,492,192,124,322,48,0,77,2275,12,31
12/15/2017,2000 - 2100,4,43,23,58,12,58,371,67,45,40,0,0,0,17,540,4,22
12/15/2017,2100 - 2200,8,38,15,40,12,40,208,76,31,0,0,0,0,12,327,3,25
12/15/2017,2200 - 2300,14,59,30,73,24,73,378,256,194,129,27,0,0,33,1017,7,22
12/15/2017,2300 - 0000,11,51,32,58,23,58,389,167,121,149,0,0,0,29,855,8,20
12/16/2017,0500 - 0600,11,34,22,42,17,42,246,197,59,0,0,0,0,16,518,2,32
12/16/2017,0600 - 0700,13,52,27,65,23,65,863,1274,731,185,11,0,0,104,3168,11,39
12/16/2017,0700 - 0800,14,34,28,46,23,46,193,288,222,10,0,0,0,23,736,2,39
12/16/2017,0800 - 0900,22,76,33,79,29,79,542,576,448,370,103,0,0,65,2104,9,39
12/16/2017,0900 - 1000,16,46,26,55,22,55,549,941,490,61,0,0,0,65,2106,11,33
12/16/2017,1000 - 1100,11,47,19,66,16,66,597,430,117,15,3,0,0,48,1210,9,29
12/16/2017,1100 - 1200,20,56,22,70,21,70,341,221,197,48,6,0,0,35,848,4,32
12/16/2017,1200 - 1300,11,69,21,90,17,90,912,649,251,71,3,0,0,81,1967,9,37
12/16/2017,1300 - 1400,24,100,52,138,42,138,359,687,746,414,400,123,74,96,2899,12,41
12/16/2017,1400 - 1500,18,61,32,71,26,71,524,619,300,289,61,0,0,59,1852,8,42
12/16/2017,1500 - 1600,9,36,14,42,12,42,786,405,59,0,0,0,0,45,1295,7,32
12/16/2017,1600 - 1700,9,59,19,79,15,79,938,431,148,24,4,0,0,59,1604,9,36
12/16/2017,1700 - 1800,15,72,28,67,23,72,538,435,199,180,26,0,0,51,1429,5,38
12/16/2017,1800 - 1900,8,40,21,48,15,48,479,171,112,9,0,0,0,29,800,7,30
12/16/2017,1900 - 2000,12,59,26,68,21,68,1134,768,262,261,45,0,0,86,2556,11,39
12/16/2017,2000 - 2100,6,44,15,49,10,49,705,118,134,3,0,0,0,40,1000,7,30
12/16/2017,2100 - 2200,12,60,16,60,14,60,696,236,99,24,0,0,0,35,1090,8,25
12/16/2017,2200 - 2300,13,55,28,54,22,55,325,311,202,73,0,0,0,29,940,7,31
12/16/2017,2300 - 0000,20,52,29,59,26,59,136,209,146,53,0,0,0,18,562,5,22
12/17/2017,0500 - 0600,19,46,31,60,27,60,82,374,234,52,0,0,0,25,767,3,32
12/17/2017,0600 - 0700,9,36,16,38,13,38,855,558,47,0,0,0,0,43,1503,6,32
12/17/2017,0700 - 0800,11,41,20,42,17,42,698,780,141,0,0,0,0,48,1667,5,36
12/17/2017,0800 - 0900,10,72,25,78,20,78,1285,650,238,243,100,0,0,92,2608,13,36
12/17/2017,0900 - 1000,14,44,23,61,20,61,248,257,83,40,1,0,0,25,654,6,20
12/17/2017,1000 - 1100,12,44,17,44,15,44,783,556,81,0,0,0,0,47,1467,8,29
12/17/2017,1100 - 1200,10,45,19,51,16,51,629,305,186,20,0,0,0,37,1177,7,33
12/17/2017,1200 - 1300,7,35,14,49,11,49,685,268,22,1,0,0,0,33,1009,4,43
12/17/2017,1300 - 1400,15,76,24,88,20,88,1118,1158,465,109,27,0,0,100,2977,11,44
12/17/2017,1400 - 1500,14,61,30,72,24,72,604,478,226,258,42,0,0,55,1663,7,36
12/17/2017,1500 - 1600,7,42,13,46,11,46,952,253,64,3,0,0,0,43,1315,6,34
12/17/2017,1600 - 1700,8,31,14,33,12,33,713,305,22,0,0,0,0,32,1072,6,34
12/17/2017,1700 - 1800,17,66,28,77,23,77,898,758,434,236,84,0,0,90,2500,9,45
12/17/2017,1800 - 1900,16,58,23,59,20,59,371,385,124,52,0,0,0,30,962,7,33
12/17/2017,1900 - 2000,18,74,28,73,23,74,880,852,446,181,80,0,0,96,2535,15,38
12/17/2017,2000 - 2100,15,55,22,57,18,57,318,217,84,31,0,0,0,29,679,5,24
12/17/2017,2100 - 2200,10,47,22,47,14,47,416,125,105,10,0,0,0,19,675,5,19
12/17/2017,2200 - 2300,12,41,22,49,16,49,184,122,46,2,0,0,0,11,365,3,19
12/17/2017,2300 - 0000,16,52,27,68,21,68,307,189,110,68,11,0,0,23,708,6,17
12/18/2017,0000 - 0100,14,26,27,33,19,33,20,41,7,0,0,0,0,3,71,1,10
12/18/2017,0500 - 0600,30,57,41,79,37,79,22,165,169,77,42,0,0,16,491,2,29
12/18/2017,0600 - 0700,19,85,40,90,33,90,627,828,518,407,344,0,0,88,2812,10,34
12/18/2017,0700 - 0800,14,50,34,65,29,65,249,235,131,184,35,0,0,40,874,4,33
12/18/2017,0800 - 0900,11,51,25,68,21,68,508,294,196,88,27,0,0,36,1149,6,29
12/18/2017,0900 - 1000,13,67,34,78,28,78,732,302,229,302,198,0,0,63,1826,8,37
12/18/2017,1000 - 1100,9,45,26,63,20,63,484,251,106,94,11,0,0,32,978,6,26
12/18/2017,1100 - 1200,17,70,33,92,27,92,440,235,248,152,84,1,0,41,1201,7,26
12/18/2017,1200 - 1300,14,64,32,76,24,76,798,304,125,288,108,0,0,59,1682,6,37
12/18/2017,1300 - 1400,11,56,20,56,16,56,841,407,227,43,0,0,0,53,1571,7,38
12/18/2017,1400 - 1500,11,58,27,75,22,75,754,478,267,179,54,0,0,68,1800,8,40
12/18/2017,1500 - 1600,9,29,24,52,18,52,510,293,179,49,0,0,0,38,1069,5,39
12/18/2017,1600 - 1700,8,56,18,51,14,56,1046,451,191,12,0,0,0,70,1770,7,34
12/18/2017,1700 - 1800,14,57,22,71,18,71,1025,674,216,145,21,0,0,86,2167,8,36
12/18/2017,1800 - 1900,16,67,35,98,27,98,929,637,194,208,280,15,0,85,2348,13,38
12/18/2017,1900 - 2000,12,55,30,79,20,79,642,240,103,101,79,0,0,39,1204,7,30
12/18/2017,2000 - 2100,16,93,38,113,29,113,677,334,148,102,259,38,0,69,1627,10,31
12/18/2017,2100 - 2200,17,65,35,79,27,79,198,121,68,44,61,0,0,22,514,4,26
12/18/2017,2200 - 2300,4,19,10,31,8,31,281,69,2,0,0,0,0,19,371,3,24
12/18/2017,2300 - 0000,8,53,12,52,10,53,444,162,9,3,0,0,0,34,652,6,22
12/19/2017,0000 - 0100,8,15,8,15,8,15,90,0,0,0,0,0,0,3,93,1,18
12/19/2017,0500 - 0600,29,54,37,61,33,61,36,160,235,78,2,0,0,16,527,2,31
12/19/2017,0600 - 0700,15,67,24,67,22,67,654,732,375,98,16,0,0,66,1941,7,35
12/19/2017,0700 - 0800,6,36,18,47,15,47,808,486,154,1,0,0,0,45,1494,5,34
12/19/2017,0800 - 0900,9,48,20,55,17,55,899,513,271,20,0,0,0,56,1759,9,33
12/19/2017,0900 - 1000,15,78,30,89,25,89,604,409,256,240,67,0,0,64,1640,10,29
12/19/2017,1000 - 1100,7,62,22,78,18,78,675,207,223,65,19,0,0,37,1226,7,27
12/19/2017,1100 - 1200,13,61,33,80,26,80,669,371,152,123,188,0,0,51,1554,7,32
12/19/2017,1200 - 1300,12,56,31,75,26,75,332,140,128,73,88,0,0,22,783,4,37
12/19/2017,1300 - 1400,15,75,26,93,22,93,1032,830,539,181,43,8,0,119,2752,11,47
12/19/2017,1400 - 1500,18,66,28,68,24,68,412,492,197,125,45,0,0,42,1313,4,33
12/19/2017,1500 - 1600,7,45,15,51,11,51,660,199,44,7,0,0,0,34,944,5,27
12/19/2017,1600 - 1700,10,38,20,47,17,47,909,699,279,2,0,0,0,62,1951,8,37
12/19/2017,1700 - 1800,11,53,22,57,18,57,734,472,181,69,0,0,0,50,1506,5,39
12/19/2017,1800 - 1900,9,77,21,74,16,77,690,318,176,20,8,0,0,42,1254,8,31
12/19/2017,1900 - 2000,17,67,33,92,26,92,838,619,353,184,209,9,0,70,2282,12,34
12/19/2017,2000 - 2100,7,42,20,58,11,58,204,27,31,14,0,0,0,10,286,3,23
12/19/2017,2100 - 2200,18,62,26,68,23,68,644,624,343,158,6,0,0,57,1832,10,27
12/19/2017,2200 - 2300,14,51,25,57,22,57,208,185,156,28,0,0,0,17,594,5,27
12/19/2017,2300 - 0000,8,44,15,45,13,45,243,113,43,0,0,0,0,19,418,4,21
12/20/2017,0500 - 0600,22,29,34,50,33,50,0,98,141,22,0,0,0,8,269,1,32
12/20/2017,0600 - 0700,10,47,18,49,15,49,1061,628,169,16,0,0,0,63,1937,7,32
12/20/2017,0700 - 0800,9,69,36,83,31,83,427,393,223,171,206,0,0,46,1466,5,29
12/20/2017,0800 - 0900,13,64,36,122,29,122,457,444,213,113,147,34,3,45,1456,7,30
12/20/2017,0900 - 1000,16,153,62,169,48,169,542,512,533,251,151,115,310,146,2560,11,31
12/20/2017,1000 - 1100,12,125,54,151,40,151,523,99,40,54,79,55,134,87,1071,6,29
12/20/2017,1100 - 1200,17,144,65,153,52,153,411,290,170,82,141,97,264,62,1517,8,41
