Date,Time,Avg Wait Time (US),Max Wait Time (US),Avg Wait Time (Non-US),Max Wait Time (Non-US),Avg Wait Time,Max Wait Time,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
3/10/2018,0700 - 0800,7,20,12,23,11,23,274,91,0,0,0,0,0,9,374,2,22
3/10/2018,0800 - 0900,13,48,16,50,15,50,351,263,63,9,0,0,0,27,713,5,27
3/10/2018,0900 - 1000,18,82,26,81,23,82,970,877,388,205,115,0,0,95,2650,12,36
3/10/2018,1000 - 1100,18,75,33,73,28,75,432,210,225,286,35,0,0,54,1242,7,28
3/10/2018,1100 - 1200,11,69,20,77,16,77,416,139,105,24,8,0,0,26,718,5,26
3/10/2018,1200 - 1300,18,77,29,77,24,77,756,633,362,172,123,0,0,83,2129,10,34
3/10/2018,1300 - 1400,19,100,42,109,35,109,1030,923,380,287,661,148,0,130,3559,14,39
3/10/2018,1400 - 1500,14,84,38,89,28,89,445,222,63,166,165,0,0,42,1103,6,30
3/10/2018,1500 - 1600,18,65,21,64,20,65,644,592,313,63,3,0,0,66,1681,6,37
3/10/2018,1600 - 1700,11,69,20,75,16,75,979,534,246,42,10,0,0,64,1875,10,34
3/10/2018,1700 - 1800,8,39,18,50,14,50,362,200,57,2,0,0,0,19,640,3,33
3/10/2018,1800 - 1900,15,88,17,84,16,88,1221,779,136,34,34,0,0,74,2278,9,34
3/10/2018,1900 - 2000,16,98,24,99,20,99,706,370,250,77,13,6,0,57,1479,8,28
3/10/2018,2000 - 2100,17,72,32,81,25,81,572,239,188,147,101,0,0,44,1291,8,25
3/10/2018,2100 - 2200,8,69,32,81,14,81,331,22,19,9,36,0,0,18,435,3,18
3/10/2018,2200 - 2300,29,106,34,109,31,109,472,126,44,0,163,66,0,37,908,6,20
3/10/2018,2300 - 0000,13,61,19,63,16,63,162,62,41,13,2,0,0,17,297,2,19
3/11/2018,0000 - 0100,6,56,24,58,14,58,411,137,44,57,0,0,0,34,683,5,15
3/11/2018,0600 - 0700,7,28,8,26,7,28,1499,272,0,0,0,0,0,45,1816,7,32
3/11/2018,0700 - 0800,7,32,9,32,8,32,934,189,7,0,0,0,0,37,1167,4,30
3/11/2018,0800 - 0900,4,12,6,16,5,16,224,4,0,0,0,0,0,7,235,2,25
3/11/2018,0900 - 1000,9,59,11,60,11,60,747,162,19,10,0,0,0,39,977,7,32
3/11/2018,1000 - 1100,17,63,27,82,23,82,925,1045,610,193,26,0,0,104,2903,12,38
3/11/2018,1100 - 1200,11,28,15,35,13,35,392,131,39,0,0,0,0,22,584,3,31
3/11/2018,1200 - 1300,10,62,17,62,15,62,976,557,114,14,4,0,0,65,1730,8,33
3/11/2018,1300 - 1400,12,45,15,43,14,45,870,500,90,0,0,0,0,64,1524,5,32
3/11/2018,1400 - 1500,12,60,20,74,17,74,1387,717,306,108,43,0,0,87,2648,11,31
3/11/2018,1500 - 1600,13,35,25,47,18,47,167,133,63,6,0,0,0,12,381,2,25
3/11/2018,1600 - 1700,9,47,10,36,10,47,775,121,26,2,0,0,0,36,960,4,33
3/11/2018,1700 - 1800,10,46,14,46,12,46,1150,470,134,2,0,0,0,68,1824,9,29
3/11/2018,1800 - 1900,9,34,16,48,12,48,688,302,52,3,0,0,0,41,1086,6,31
3/11/2018,1900 - 2000,17,59,24,68,20,68,738,1143,306,67,1,0,0,80,2335,11,37
3/11/2018,2000 - 2100,11,58,22,86,16,86,651,325,126,53,8,0,0,38,1201,6,25
3/11/2018,2100 - 2200,16,70,31,71,22,71,707,341,103,146,145,0,0,59,1501,8,22
3/11/2018,2200 - 2300,12,55,10,55,11,55,169,11,0,33,0,0,0,11,224,2,20
3/11/2018,2300 - 0000,9,43,13,42,10,43,691,171,52,0,0,0,0,48,962,8,22
3/12/2018,0000 - 0100,11,34,16,33,13,34,347,188,21,0,0,0,0,17,573,4,17
3/12/2018,0500 - 0600,14,24,18,27,15,27,114,145,0,0,0,0,0,8,267,1,20
3/12/2018,0600 - 0700,9,29,9,37,9,37,1311,350,4,0,0,0,0,51,1716,8,32
3/12/2018,0700 - 0800,19,65,18,53,19,65,390,84,165,32,2,0,0,24,697,4,29
3/12/2018,0800 - 0900,5,22,7,22,7,22,462,39,0,0,0,0,0,15,516,3,22
3/12/2018,0900 - 1000,8,33,10,37,9,37,860,187,12,0,0,0,0,34,1093,7,33
3/12/2018,1000 - 1100,15,43,22,51,19,51,842,725,417,27,0,0,0,81,2092,10,36
3/12/2018,1100 - 1200,14,41,27,51,22,51,233,267,154,31,0,0,0,24,709,3,27
3/12/2018,1200 - 1300,18,55,17,58,17,58,340,335,91,13,0,0,0,29,808,5,25
3/12/2018,1300 - 1400,14,75,23,92,20,92,1199,826,352,86,62,5,0,87,2617,11,31
3/12/2018,1400 - 1500,13,75,41,100,29,100,630,232,82,54,239,45,0,49,1331,6,26
3/12/2018,1500 - 1600,13,60,36,91,27,91,357,228,55,67,142,1,0,32,882,5,30
3/12/2018,1600 - 1700,9,62,25,64,18,64,848,147,137,225,22,0,0,45,1424,6,30
3/12/2018,1700 - 1800,10,35,19,49,15,49,977,482,229,31,0,0,0,55,1774,8,38
3/12/2018,1800 - 1900,6,27,9,29,8,29,1021,240,0,0,0,0,0,48,1309,8,27
3/12/2018,1900 - 2000,18,71,21,71,20,71,1075,776,288,177,52,0,0,92,2460,11,39
3/12/2018,2000 - 2100,13,38,17,57,14,57,459,293,56,13,0,0,0,31,852,6,21
3/12/2018,2100 - 2200,13,46,20,51,16,51,432,296,98,11,0,0,0,34,871,5,28
3/12/2018,2200 - 2300,6,28,7,28,6,28,603,83,0,0,0,0,0,32,718,5,21
3/12/2018,2300 - 0000,4,27,8,29,6,29,876,101,0,0,0,0,0,50,1027,8,21
3/13/2018,0000 - 0100,13,32,18,33,15,33,128,113,7,0,0,0,0,9,257,2,19
3/13/2018,0500 - 0600,5,18,9,18,6,18,190,13,0,0,0,0,0,4,207,1,17
3/13/2018,0600 - 0700,11,41,12,41,11,41,1172,415,38,0,0,0,0,55,1680,7,17
3/13/2018,0700 - 0800,13,54,14,57,14,57,637,187,95,20,0,0,0,36,975,5,17
3/13/2018,0800 - 0900,5,19,7,25,6,25,431,24,0,0,0,0,0,17,472,4,17
3/13/2018,0900 - 1000,10,36,11,39,11,39,463,160,24,0,0,0,0,19,666,6,19
3/13/2018,1000 - 1100,11,53,25,73,20,73,704,356,157,111,47,0,0,51,1426,7,27
3/13/2018,1100 - 1200,4,35,15,49,9,49,760,135,78,22,0,0,0,39,1034,4,22
3/13/2018,1200 - 1300,11,57,23,75,20,75,309,188,141,32,5,0,0,20,695,5,24
3/13/2018,1300 - 1400,9,48,17,51,13,51,1061,380,109,22,0,0,0,65,1637,8,27
3/13/2018,1400 - 1500,15,61,21,67,19,67,784,655,279,78,10,0,0,60,1866,8,30
3/13/2018,1500 - 1600,5,31,12,34,9,34,346,122,9,0,0,0,0,15,492,4,25
3/13/2018,1600 - 1700,21,74,19,75,20,75,530,74,1,157,65,0,0,31,858,4,25
3/13/2018,1700 - 1800,7,29,12,38,10,38,1173,285,6,0,0,0,0,92,1556,10,28
3/13/2018,1800 - 1900,5,27,10,33,7,33,678,114,1,0,0,0,0,27,820,5,26
3/13/2018,1900 - 2000,17,78,25,80,21,80,618,807,283,85,8,0,0,62,1863,10,33
3/13/2018,2000 - 2100,8,36,18,48,12,48,345,134,38,3,0,0,0,15,535,4,22
3/13/2018,2100 - 2200,11,42,19,46,14,46,811,394,101,1,0,0,0,48,1355,8,24
3/13/2018,2200 - 2300,7,28,15,40,11,40,443,176,34,0,0,0,0,16,669,5,17
3/13/2018,2300 - 0000,14,37,24,48,18,48,270,273,58,5,0,0,0,18,624,6,18
3/14/2018,0000 - 0100,6,14,9,17,7,17,109,4,0,0,0,0,0,4,117,1,17
3/14/2018,0500 - 0600,1,18,5,18,3,18,241,5,0,0,0,0,0,8,254,1,22
3/14/2018,0600 - 0700,6,24,9,26,7,26,1141,167,0,0,0,0,0,31,1339,7,22
3/14/2018,0700 - 0800,12,52,12,53,12,53,844,257,70,21,0,0,0,35,1227,5,25
3/14/2018,0800 - 0900,4,20,7,20,6,20,409,37,0,0,0,0,0,17,463,5,20
3/14/2018,0900 - 1000,12,30,15,38,13,38,285,126,11,0,0,0,0,14,436,3,29
3/14/2018,1000 - 1100,13,79,19,85,17,85,973,530,204,49,20,0,0,67,1843,9,31
3/14/2018,1100 - 1200,13,60,28,62,22,62,651,447,232,195,7,0,0,59,1591,8,31
3/14/2018,1200 - 1300,11,76,27,77,23,77,253,146,154,34,22,0,0,20,629,4,26
3/14/2018,1300 - 1400,13,47,20,60,17,60,642,451,129,46,0,0,0,47,1315,7,28
3/14/2018,1400 - 1500,11,84,17,62,15,84,1359,660,242,33,7,0,0,93,2394,10,31
3/14/2018,1500 - 1600,7,68,13,44,10,68,863,315,33,0,1,0,0,81,1293,6,30
3/14/2018,1600 - 1700,6,47,11,40,8,47,882,178,12,1,0,0,0,37,1110,5,28
3/14/2018,1700 - 1800,4,24,10,50,7,50,1344,192,66,2,0,0,0,56,1660,9,29
3/14/2018,1800 - 1900,8,45,18,96,13,96,864,367,114,23,2,3,0,54,1427,9,23
3/14/2018,1900 - 2000,16,86,29,86,23,86,890,613,319,182,114,0,0,72,2190,11,33
3/14/2018,2000 - 2100,10,54,22,62,15,62,716,347,168,39,2,0,0,48,1320,9,23
3/14/2018,2100 - 2200,18,51,22,59,19,59,305,282,135,19,0,0,0,34,775,5,21
3/14/2018,2200 - 2300,9,38,20,45,13,45,531,187,106,0,0,0,0,35,859,7,22
3/14/2018,2300 - 0000,11,63,18,64,15,64,419,178,74,4,8,0,0,26,709,7,19
3/15/2018,0500 - 0600,8,28,11,28,9,28,467,159,0,0,0,0,0,16,642,3,23
3/15/2018,0600 - 0700,7,26,11,28,10,28,934,276,0,0,0,0,0,40,1250,5,27
3/15/2018,0700 - 0800,8,26,12,26,9,26,742,197,0,0,0,0,0,39,978,4,22
3/15/2018,0800 - 0900,9,26,14,39,12,39,418,167,22,0,0,0,0,19,626,5,26
3/15/2018,0900 - 1000,14,60,15,60,15,60,540,368,32,12,0,0,0,31,983,6,28
3/15/2018,1000 - 1100,9,63,15,63,13,63,883,361,69,11,5,0,0,50,1379,6,35
3/15/2018,1100 - 1200,10,36,14,37,12,37,777,408,27,0,0,0,0,47,1259,7,32
3/15/2018,1200 - 1300,10,60,18,62,15,62,566,297,78,6,4,0,0,35,986,6,30
3/15/2018,1300 - 1400,9,28,13,38,12,38,520,223,12,0,0,0,0,28,783,6,25
3/15/2018,1400 - 1500,20,80,24,80,22,80,1069,807,457,201,100,0,0,128,2762,9,34
3/15/2018,1500 - 1600,18,58,25,61,21,61,294,382,137,52,2,0,0,34,901,6,29
3/15/2018,1600 - 1700,6,54,9,56,8,56,1123,193,24,14,0,0,0,45,1399,6,32
3/15/2018,1700 - 1800,7,40,11,40,10,40,1214,376,24,0,0,0,0,55,1669,9,34
3/15/2018,1800 - 1900,6,23,10,23,9,23,391,67,0,0,0,0,0,13,471,2,32
3/15/2018,1900 - 2000,14,85,17,85,15,85,784,643,118,5,15,0,0,49,1614,9,35
3/15/2018,2000 - 2100,12,44,16,51,14,51,780,398,100,19,0,0,0,40,1337,8,40
3/15/2018,2100 - 2200,7,38,13,42,10,42,910,268,35,0,0,0,0,42,1255,7,28
3/15/2018,2200 - 2300,10,37,18,41,15,41,584,420,90,0,0,0,0,35,1129,7,25
3/15/2018,2300 - 0000,9,47,18,75,14,75,408,192,52,6,2,0,0,22,682,6,23
3/16/2018,0000 - 0100,10,63,18,63,15,63,356,236,42,6,8,0,0,18,666,6,24
3/16/2018,0500 - 0600,26,41,31,46,28,46,9,209,146,2,0,0,0,10,376,2,24
3/16/2018,0600 - 0700,4,22,11,45,8,45,1529,287,38,0,0,0,0,56,1910,8,26
3/16/2018,0700 - 0800,11,52,23,55,20,55,283,215,112,38,0,0,0,27,675,4,24
3/16/2018,0800 - 0900,1,12,5,16,4,16,137,2,0,0,0,0,0,3,142,2,21
3/16/2018,0900 - 1000,9,29,14,30,12,30,650,322,0,0,0,0,0,35,1007,6,29
3/16/2018,1000 - 1100,10,36,20,48,16,48,931,502,228,8,0,0,0,62,1731,7,35
3/16/2018,1100 - 1200,10,28,8,27,9,28,501,162,0,0,0,0,0,22,685,4,27
3/16/2018,1200 - 1300,8,31,11,31,10,31,919,339,2,0,0,0,0,56,1316,7,34
3/16/2018,1300 - 1400,12,55,24,78,20,78,1287,1069,461,122,65,0,0,101,3105,11,43
3/16/2018,1400 - 1500,13,56,37,88,27,88,574,566,316,164,166,0,0,55,1841,7,31
3/16/2018,1500 - 1600,11,36,24,59,18,59,474,310,55,94,0,0,0,28,961,5,35
3/16/2018,1600 - 1700,8,74,15,73,12,74,1216,454,97,12,5,0,0,58,1842,8,38
3/16/2018,1700 - 1800,7,34,11,74,9,74,1140,246,4,3,1,0,0,46,1440,6,39
3/16/2018,1800 - 1900,11,37,15,38,13,38,1034,648,50,0,0,0,0,67,1799,9,37
3/16/2018,1900 - 2000,17,49,20,49,18,49,1019,545,470,20,0,0,0,74,2128,10,41
3/16/2018,2000 - 2100,13,56,24,65,19,65,596,418,176,73,19,0,0,41,1323,8,32
3/16/2018,2100 - 2200,1,9,1,11,1,11,254,0,0,0,0,0,0,13,267,2,21
3/16/2018,2200 - 2300,15,85,19,86,17,86,895,361,85,6,132,0,0,60,1539,10,22
3/16/2018,2300 - 0000,14,52,19,52,17,52,249,229,54,8,0,0,0,18,558,4,22
3/17/2018,0000 - 0100,14,39,20,39,17,39,110,132,12,0,0,0,0,9,263,2,20
3/17/2018,0500 - 0600,11,51,18,44,12,51,251,189,17,4,0,0,0,13,474,2,22
3/17/2018,0600 - 0700,10,31,11,31,11,31,1727,652,7,0,0,0,0,77,2463,9,34
3/17/2018,0700 - 0800,9,31,16,35,14,35,524,288,41,0,0,0,0,30,883,4,34
3/17/2018,0800 - 0900,4,18,7,18,6,18,283,10,0,0,0,0,0,10,303,2,23
3/17/2018,0900 - 1000,9,32,11,35,10,35,1115,411,9,0,0,0,0,59,1594,10,32
3/17/2018,1000 - 1100,14,43,14,35,14,43,1150,674,131,0,0,0,0,72,2027,8,37
3/17/2018,1100 - 1200,13,35,16,37,14,37,811,717,30,0,0,0,0,63,1621,9,28
3/17/2018,1200 - 1300,9,71,17,62,14,71,772,264,112,43,4,0,0,40,1235,6,29
3/17/2018,1300 - 1400,13,56,20,56,17,56,920,403,222,46,0,0,0,54,1645,7,35
3/17/2018,1400 - 1500,12,56,24,58,20,58,1337,929,499,209,0,0,0,108,3082,12,42
3/17/2018,1500 - 1600,14,48,23,56,18,56,456,387,203,4,0,0,0,45,1095,5,37
3/17/2018,1600 - 1700,11,50,13,55,12,55,1213,475,151,7,0,0,0,60,1906,8,34
3/17/2018,1700 - 1800,12,42,16,42,14,42,971,523,131,0,0,0,0,65,1690,8,30
3/17/2018,1800 - 1900,7,29,13,29,10,29,394,119,0,0,0,0,0,23,536,3,26
3/17/2018,1900 - 2000,11,63,15,91,13,91,1147,584,83,29,13,2,0,86,1944,10,35
3/17/2018,2000 - 2100,24,96,39,102,32,102,496,663,442,210,231,52,0,82,2176,9,35
3/17/2018,2100 - 2200,23,107,52,118,38,118,378,292,152,97,252,92,0,54,1317,7,34
3/17/2018,2200 - 2300,13,54,21,62,16,62,297,248,54,42,4,0,0,37,682,5,24
3/17/2018,2300 - 0000,10,61,18,65,14,65,846,244,153,48,4,0,0,72,1367,9,27
3/18/2018,0000 - 0100,18,40,29,42,24,42,47,38,71,0,0,0,0,4,160,1,17
3/18/2018,0500 - 0600,13,24,15,25,14,25,139,64,0,0,0,0,0,4,207,1,17
3/18/2018,0600 - 0700,11,33,12,33,11,33,1440,736,17,0,0,0,0,60,2253,8,36
3/18/2018,0700 - 0800,11,45,13,47,12,47,957,328,46,5,0,0,0,41,1377,5,36
3/18/2018,0800 - 0900,4,15,9,18,7,18,194,14,0,0,0,0,0,6,214,2,17
3/18/2018,0900 - 1000,15,58,15,55,15,58,247,132,13,25,0,0,0,13,430,4,27
3/18/2018,1000 - 1100,18,68,26,76,23,76,1014,1293,459,179,89,0,0,125,3159,12,40
3/18/2018,1100 - 1200,11,29,14,41,12,41,752,311,12,0,0,0,0,49,1124,5,26
3/18/2018,1200 - 1300,19,73,25,84,23,84,867,283,16,238,158,0,0,54,1616,7,35
3/18/2018,1300 - 1400,11,43,19,43,15,43,727,417,107,0,0,0,0,38,1289,6,41
3/18/2018,1400 - 1500,18,65,24,78,21,78,932,1010,383,120,65,0,0,95,2605,9,31
3/18/2018,1500 - 1600,16,46,30,68,25,68,454,340,82,208,58,0,0,50,1192,5,38
3/18/2018,1600 - 1700,14,69,18,71,16,71,677,299,165,38,13,0,0,40,1232,5,37
3/18/2018,1700 - 1800,18,79,15,78,16,79,1253,305,218,141,29,0,0,79,2025,8,31
3/18/2018,1800 - 1900,10,56,17,57,13,57,1156,473,202,35,0,0,0,72,1938,8,31
3/18/2018,1900 - 2000,14,67,18,64,15,67,991,713,118,21,9,0,0,70,1922,9,34
3/18/2018,2000 - 2100,21,78,27,87,24,87,765,639,281,161,131,0,0,76,2053,9,34
3/18/2018,2100 - 2200,16,79,39,82,26,82,562,295,161,124,144,0,0,44,1330,8,20
3/18/2018,2200 - 2300,15,58,21,58,17,58,479,343,105,36,0,0,0,31,994,6,22
3/18/2018,2300 - 0000,15,41,26,58,20,58,208,201,115,15,0,0,0,19,558,4,18
3/19/2018,0000 - 0100,12,41,17,41,14,41,331,188,36,0,0,0,0,21,576,4,18
3/19/2018,0500 - 0600,14,34,14,34,14,34,256,183,12,0,0,0,0,10,461,2,22
3/19/2018,0600 - 0700,12,39,12,38,12,39,1613,762,46,0,0,0,0,75,2496,10,34
3/19/2018,0700 - 0800,8,37,10,37,9,37,533,102,13,0,0,0,0,23,671,3,27
3/19/2018,0800 - 0900,0,7,4,19,3,19,113,4,0,0,0,0,0,1,118,2,19
3/19/2018,0900 - 1000,13,54,16,49,14,54,859,369,106,15,0,0,0,52,1401,8,28
3/19/2018,1000 - 1100,13,80,28,80,23,80,828,519,270,212,100,0,0,71,2000,8,34
3/19/2018,1100 - 1200,6,40,17,49,13,49,420,130,69,17,0,0,0,20,656,3,28
3/19/2018,1200 - 1300,11,65,18,76,15,76,971,381,164,51,25,0,0,45,1637,8,32
3/19/2018,1300 - 1400,17,52,25,57,21,57,279,318,133,40,0,0,0,30,800,4,31
3/19/2018,1400 - 1500,18,91,27,94,23,94,1207,1148,714,219,101,10,0,126,3525,12,39
3/19/2018,1500 - 1600,8,51,21,56,16,56,426,210,77,34,0,0,0,21,768,4,29
3/19/2018,1600 - 1700,9,48,16,50,13,50,984,346,146,11,0,0,0,57,1544,7,32
3/19/2018,1700 - 1800,10,58,25,76,18,76,1097,506,203,211,14,0,0,69,2100,8,30
3/19/2018,1800 - 1900,11,49,19,51,13,51,854,307,82,28,0,0,0,43,1314,7,27
3/19/2018,1900 - 2000,21,82,26,83,24,83,884,877,449,180,103,0,0,90,2583,11,34
3/19/2018,2000 - 2100,10,61,23,66,16,66,753,290,180,37,19,0,0,55,1334,7,33
3/19/2018,2100 - 2200,14,43,19,43,16,43,285,239,46,0,0,0,0,20,590,4,25
3/19/2018,2200 - 2300,11,54,20,63,15,63,741,372,154,29,3,0,0,48,1347,9,18
3/19/2018,2300 - 0000,12,45,22,59,15,59,357,174,77,18,0,0,0,25,651,5,16
3/20/2018,0000 - 0100,16,51,28,54,21,54,135,156,65,18,0,0,0,12,386,3,15
3/20/2018,0500 - 0600,14,33,15,31,15,33,223,173,7,0,0,0,0,12,415,2,19
3/20/2018,0600 - 0700,6,30,11,31,9,31,1150,364,3,0,0,0,0,51,1568,6,25
3/20/2018,0700 - 0800,12,50,15,50,14,50,796,406,93,14,0,0,0,42,1351,6,23
3/20/2018,0800 - 0900,6,29,13,50,11,50,391,115,19,1,0,0,0,18,544,3,23
3/20/2018,0900 - 1000,12,60,18,62,15,62,690,366,104,10,1,0,0,38,1209,8,33
3/20/2018,1000 - 1100,17,87,35,98,28,98,741,699,164,149,337,13,0,86,2189,10,31
3/20/2018,1100 - 1200,20,72,34,101,27,101,371,165,52,134,99,8,0,35,864,5,20
3/20/2018,1200 - 1300,13,72,25,72,20,72,437,163,195,66,8,0,0,44,913,5,26
3/20/2018,1300 - 1400,11,40,17,68,14,68,763,308,106,1,4,0,0,46,1228,7,27
3/20/2018,1400 - 1500,16,71,32,105,27,105,895,605,242,347,203,17,0,104,2413,9,30
3/20/2018,1500 - 1600,13,59,47,111,33,111,444,288,236,101,165,76,0,39,1349,5,35
3/20/2018,1600 - 1700,7,44,19,52,13,52,699,146,115,56,0,0,0,35,1051,5,30
3/20/2018,1700 - 1800,9,36,20,57,15,57,980,450,165,38,0,0,0,70,1703,9,29
3/20/2018,1800 - 1900,12,35,17,36,15,36,402,284,46,0,0,0,0,30,762,3,29
3/20/2018,1900 - 2000,15,58,25,90,21,90,1085,761,315,199,44,0,0,91,2495,12,38
3/20/2018,2000 - 2100,17,86,46,102,29,102,564,618,123,23,186,93,0,65,1672,7,27
3/20/2018,2100 - 2200,13,72,29,71,18,72,410,74,55,99,21,0,0,23,682,5,24
3/20/2018,2200 - 2300,11,33,13,31,12,33,248,127,4,0,0,0,0,14,393,3,17
3/20/2018,2300 - 0000,18,64,29,71,24,71,470,439,168,126,48,0,0,39,1290,9,18
3/21/2018,0500 - 0600,25,45,27,45,25,45,39,460,177,0,0,0,0,19,695,3,20
3/21/2018,0600 - 0700,11,41,21,65,18,65,1020,657,236,81,7,0,0,66,2067,7,22
3/21/2018,0700 - 0800,11,50,17,52,15,52,640,273,167,25,0,0,0,32,1137,5,23
3/21/2018,0800 - 0900,6,27,10,30,9,30,128,42,0,0,0,0,0,4,174,2,21
3/21/2018,0900 - 1000,16,69,20,76,18,76,655,570,157,30,9,0,0,43,1464,8,27
3/21/2018,1000 - 1100,13,57,29,85,23,85,726,513,213,168,94,0,0,63,1777,8,33
3/21/2018,1100 - 1200,9,48,26,67,20,67,631,218,87,155,34,0,0,41,1166,5,28
3/21/2018,1200 - 1300,10,85,23,88,19,88,794,391,262,60,55,0,0,53,1615,8,25
3/21/2018,1300 - 1400,22,83,29,84,26,84,435,296,346,134,52,0,0,40,1303,6,32
3/21/2018,1400 - 1500,18,74,37,93,31,93,572,897,341,197,333,8,0,83,2431,9,33
3/21/2018,1500 - 1600,11,49,33,90,26,90,475,340,164,77,159,0,0,35,1250,8,28
3/21/2018,1600 - 1700,9,44,19,50,14,50,869,385,174,15,0,0,0,56,1499,5,30
3/21/2018,1700 - 1800,9,61,25,77,19,77,976,495,206,120,72,0,0,74,1943,10,33
3/21/2018,1800 - 1900,17,83,38,108,28,108,808,473,262,309,165,46,0,81,2144,8,44
3/21/2018,1900 - 2000,17,112,45,121,35,121,773,536,191,134,221,238,2,76,2171,12,31
3/21/2018,2000 - 2100,26,121,57,125,40,125,459,372,459,181,121,237,31,73,1933,10,29
3/21/2018,2100 - 2200,17,81,42,90,27,90,362,196,77,24,130,0,0,32,821,5,22
3/21/2018,2200 - 2300,12,43,17,47,15,47,224,110,46,6,0,0,0,10,396,3,19
3/21/2018,2300 - 0000,12,77,30,85,21,85,426,274,140,27,57,0,0,27,951,7,26
3/22/2018,0000 - 0100,25,71,51,89,38,89,92,236,144,55,160,0,0,25,712,4,23
3/22/2018,0500 - 0600,7,29,11,29,8,29,306,115,0,0,0,0,0,12,433,2,23
3/22/2018,0600 - 0700,9,27,14,29,12,29,968,449,0,0,0,0,0,51,1468,5,27
3/22/2018,0700 - 0800,17,42,19,43,18,43,283,223,102,0,0,0,0,21,629,3,25
3/22/2018,0800 - 0900,4,24,5,20,5,24,655,36,0,0,0,0,0,19,710,3,24
3/22/2018,0900 - 1000,8,30,13,39,11,39,867,319,25,0,0,0,0,39,1250,8,36
3/22/2018,1000 - 1100,6,38,12,49,10,49,672,199,13,4,0,0,0,38,926,4,39
3/22/2018,1100 - 1200,8,37,16,39,14,39,834,442,100,0,0,0,0,53,1429,7,35
3/22/2018,1200 - 1300,11,39,16,40,14,40,649,478,88,0,0,0,0,44,1259,7,27
3/22/2018,1300 - 1400,10,46,17,46,14,46,720,305,110,5,0,0,0,37,1177,5,29
3/22/2018,1400 - 1500,15,101,26,107,22,107,1189,700,270,190,138,9,0,115,2611,9,33
3/22/2018,1500 - 1600,10,61,26,68,20,68,503,221,107,111,24,0,0,31,997,6,26
3/22/2018,1600 - 1700,10,62,23,64,18,64,905,436,209,131,26,0,0,61,1768,5,29
3/22/2018,1700 - 1800,7,32,17,58,13,58,982,376,106,51,0,0,0,63,1578,8,29
3/22/2018,1800 - 1900,10,41,16,57,14,57,810,409,82,30,0,0,0,46,1377,6,26
3/22/2018,1900 - 2000,16,45,26,60,22,60,543,569,300,83,0,0,0,51,1546,7,33
3/22/2018,2000 - 2100,21,77,28,86,25,86,727,692,454,259,72,0,0,96,2300,11,39
3/22/2018,2100 - 2200,15,80,35,91,25,91,734,341,127,137,194,1,0,62,1596,9,33
3/22/2018,2200 - 2300,15,46,31,65,23,65,162,106,82,52,12,0,0,17,431,3,19
3/22/2018,2300 - 0000,14,89,22,96,19,96,601,417,115,36,43,3,0,78,1293,9,28
3/23/2018,0000 - 0100,31,84,54,105,47,105,104,127,157,100,210,47,0,20,765,5,28
3/23/2018,0500 - 0600,28,41,33,42,30,42,0,98,100,0,0,0,0,6,204,1,16
3/23/2018,0600 - 0700,7,46,14,50,11,50,1431,416,135,10,0,0,0,60,2052,8,27
3/23/2018,0700 - 0800,9,25,15,33,13,33,731,453,25,0,0,0,0,46,1255,4,27
3/23/2018,0800 - 0900,1,16,8,31,6,31,156,39,2,0,0,0,0,7,204,2,28
3/23/2018,0900 - 1000,10,46,20,54,17,54,723,584,165,29,0,0,0,45,1546,7,34
3/23/2018,1000 - 1100,13,43,24,60,21,60,863,502,270,193,0,0,0,64,1892,8,33
3/23/2018,1100 - 1200,7,26,13,27,11,27,454,172,0,0,0,0,0,29,655,4,21
3/23/2018,1200 - 1300,8,60,22,72,18,72,1022,493,197,116,33,0,0,69,1930,8,32
3/23/2018,1300 - 1400,11,38,25,58,19,58,730,449,321,42,0,0,0,61,1603,8,33
3/23/2018,1400 - 1500,6,50,22,50,17,50,900,452,364,21,0,0,0,61,1798,6,41
3/23/2018,1500 - 1600,14,51,23,58,19,58,819,823,300,64,0,0,0,64,2070,8,36
3/23/2018,1600 - 1700,15,70,18,70,17,70,1072,296,102,193,38,0,0,61,1762,7,35
3/23/2018,1700 - 1800,13,35,18,37,15,37,619,595,42,0,0,0,0,45,1301,6,35
3/23/2018,1800 - 1900,11,49,17,52,15,52,1023,564,211,31,0,0,0,71,1900,9,37
3/23/2018,1900 - 2000,12,56,25,61,20,61,1023,611,273,216,6,0,0,75,2204,9,39
3/23/2018,2000 - 2100,12,44,24,54,19,54,688,554,207,58,0,0,0,53,1560,8,38
3/23/2018,2100 - 2200,11,41,14,50,13,50,535,224,102,11,0,0,0,41,913,5,20
3/23/2018,2200 - 2300,10,63,22,63,15,63,433,242,115,38,3,0,0,35,866,6,22
3/23/2018,2300 - 0000,17,69,35,81,30,81,508,420,342,252,217,0,0,70,1809,11,27
3/24/2018,0500 - 0600,25,47,27,47,26,47,108,145,197,2,0,0,0,14,466,2,26
3/24/2018,0600 - 0700,5,23,9,26,7,26,1142,209,0,0,0,0,0,33,1384,5,33
3/24/2018,0700 - 0800,7,24,14,37,11,37,674,276,13,0,0,0,0,33,996,4,27
3/24/2018,0800 - 0900,4,23,10,35,7,35,789,103,7,0,0,0,0,28,927,5,24
