Date,Time,Avg Wait Time (US),Max Wait Time (US),Avg Wait Time (Non-US),Max Wait Time (Non-US),Avg Wait Time,Max Wait Time,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
12/7/2015,0600 - 0700,13,38,18,41,16,41,946,1073,149,0,0,0,0,68,2236,7,49
12/7/2015,0700 - 0800,9,32,13,33,12,33,786,332,20,0,0,0,0,32,1170,4,49
12/7/2015,0800 - 0900,11,51,22,51,19,51,363,248,206,11,0,0,0,23,851,3,32
12/7/2015,0900 - 1000,8,44,20,53,17,53,608,476,175,18,0,0,0,44,1321,7,36
12/7/2015,1000 - 1100,7,20,10,24,9,24,310,57,0,0,0,0,0,13,380,2,38
12/7/2015,1100 - 1200,6,22,9,23,8,23,799,160,0,0,0,0,0,49,1008,5,38
12/7/2015,1200 - 1300,12,67,16,69,14,69,837,468,66,20,16,0,0,73,1480,5,42
12/7/2015,1300 - 1400,21,76,26,82,24,82,496,484,204,131,69,0,0,45,1429,6,43
12/7/2015,1400 - 1500,10,50,22,71,18,71,435,292,122,22,17,0,0,36,924,5,34
12/7/2015,1500 - 1600,9,23,12,23,10,23,379,66,0,0,0,0,0,11,456,3,23
12/7/2015,1600 - 1700,12,72,16,72,14,72,882,356,104,21,15,0,0,47,1425,7,29
12/7/2015,1700 - 1800,7,31,13,31,11,31,442,202,4,0,0,0,0,19,667,3,32
12/7/2015,1800 - 1900,19,56,22,59,21,59,483,412,167,113,0,0,0,35,1210,6,32
12/7/2015,1900 - 2000,7,30,15,30,10,30,403,159,0,0,0,0,0,15,577,3,21
12/7/2015,2000 - 2100,0,0,0,0,0,0,33,0,0,0,0,0,0,3,36,1,9
12/7/2015,2200 - 2300,6,23,10,23,7,23,281,55,0,0,0,0,0,8,344,3,10
12/8/2015,0500 - 0600,5,22,8,30,7,30,147,10,0,0,0,0,0,9,166,1,26
12/8/2015,0600 - 0700,10,39,18,56,16,56,1128,846,164,20,0,0,0,76,2234,8,44
12/8/2015,0700 - 0800,7,34,19,42,17,42,417,346,122,0,0,0,0,49,934,4,47
12/8/2015,0800 - 0900,7,41,27,64,22,64,561,327,282,156,9,0,0,62,1397,6,34
12/8/2015,0900 - 1000,10,43,25,56,20,56,366,292,163,50,0,0,0,25,896,6,34
12/8/2015,1000 - 1100,10,26,11,28,11,28,426,104,0,0,0,0,0,11,541,2,32
12/8/2015,1100 - 1200,9,26,13,28,11,28,646,283,0,0,0,0,0,36,965,4,31
12/8/2015,1200 - 1300,14,66,24,81,20,81,561,369,185,34,43,0,0,60,1252,5,39
12/8/2015,1300 - 1400,20,73,37,79,31,79,385,363,374,212,129,0,0,43,1506,7,37
12/8/2015,1400 - 1500,18,73,36,80,30,80,241,128,140,149,73,0,0,41,772,4,30
12/8/2015,1500 - 1600,9,45,14,47,11,47,590,185,63,4,0,0,0,24,866,5,25
12/8/2015,1600 - 1700,7,25,10,39,9,39,476,104,12,0,0,0,0,22,614,4,23
12/8/2015,1700 - 1800,9,30,13,31,12,31,408,166,8,0,0,0,0,18,600,2,26
12/8/2015,1800 - 1900,14,63,15,70,15,70,622,230,66,30,18,0,0,27,993,5,24
12/8/2015,1900 - 2000,15,59,29,63,22,63,247,248,111,63,3,0,0,19,691,3,20
12/8/2015,2000 - 2100,1,10,3,12,1,12,180,0,0,0,0,0,0,5,185,2,14
12/8/2015,2100 - 2200,0,0,0,0,0,0,111,0,0,0,0,0,0,4,115,1,10
12/8/2015,2200 - 2300,10,44,20,44,16,44,233,76,71,0,0,0,0,10,390,3,8
12/9/2015,0600 - 0700,13,42,20,49,18,49,804,655,357,6,0,0,0,54,1876,6,46
12/9/2015,0700 - 0800,7,36,16,37,14,37,713,531,51,0,0,0,0,36,1331,5,50
12/9/2015,0800 - 0900,6,24,11,26,9,26,211,66,0,0,0,0,0,9,286,1,25
12/9/2015,0900 - 1000,12,44,20,49,18,49,878,749,276,26,0,0,0,52,1981,9,34
12/9/2015,1000 - 1100,17,56,25,64,22,64,404,392,171,71,24,0,0,32,1094,5,29
12/9/2015,1100 - 1200,11,35,30,57,22,57,210,78,135,33,0,0,0,15,471,2,27
12/9/2015,1200 - 1300,10,36,20,47,16,47,475,323,125,3,0,0,0,31,957,4,32
12/9/2015,1300 - 1400,14,75,34,81,27,81,559,501,353,195,108,0,0,54,1770,7,33
12/9/2015,1400 - 1500,14,76,53,108,40,108,483,286,211,182,408,106,0,80,1756,10,35
12/9/2015,1600 - 1700,10,52,15,55,13,55,756,261,89,24,0,0,0,64,1194,9,24
12/9/2015,1700 - 1800,19,47,36,48,24,48,68,78,89,10,0,0,0,7,252,2,22
12/9/2015,1800 - 1900,13,72,27,68,22,72,467,349,155,132,24,0,0,38,1165,5,22
12/9/2015,1900 - 2000,25,74,39,74,32,74,258,269,213,170,133,0,0,74,1117,5,35
12/9/2015,2000 - 2100,4,23,9,23,6,23,334,40,0,0,0,0,0,10,384,2,16
12/9/2015,2100 - 2200,7,28,16,28,10,28,171,71,0,0,0,0,0,4,246,1,13
12/9/2015,2200 - 2300,10,49,23,50,14,50,176,42,65,18,0,0,0,10,311,3,10
12/10/2015,0600 - 0700,12,58,28,68,24,68,968,961,553,383,32,0,0,86,2983,10,48
12/10/2015,0700 - 0800,11,43,35,58,31,58,176,93,269,163,0,0,0,16,717,2,40
12/10/2015,0800 - 0900,18,76,36,86,31,86,280,283,161,125,128,0,0,30,1007,5,38
12/10/2015,0900 - 1000,14,59,32,68,25,68,528,314,349,221,23,0,0,56,1491,7,40
12/10/2015,1000 - 1100,8,27,14,33,12,33,261,85,11,0,0,0,0,10,367,2,32
12/10/2015,1100 - 1200,14,55,22,62,19,62,485,402,194,30,3,0,0,34,1148,5,31
12/10/2015,1200 - 1300,22,72,24,75,23,75,189,293,114,29,10,0,0,20,655,3,35
12/10/2015,1300 - 1400,16,81,36,101,30,101,624,573,284,180,254,41,0,91,2047,6,39
12/10/2015,1400 - 1500,23,106,54,112,40,112,386,455,180,175,242,160,0,62,1660,6,36
12/10/2015,1500 - 1600,1,30,18,47,14,47,249,99,83,6,0,0,0,13,450,3,26
12/10/2015,1600 - 1700,6,25,11,26,9,26,395,124,0,0,0,0,0,17,536,4,28
12/10/2015,1700 - 1800,15,66,24,66,20,66,677,543,311,118,5,0,0,83,1737,6,37
12/10/2015,1800 - 1900,2,15,8,33,7,33,446,34,4,0,0,0,0,16,500,3,30
12/10/2015,1900 - 2000,18,56,26,57,23,57,488,533,313,135,0,0,0,73,1542,6,35
12/10/2015,2000 - 2100,5,24,12,26,8,26,487,146,0,0,0,0,0,21,654,3,24
12/10/2015,2100 - 2200,1,5,1,5,1,5,135,0,0,0,0,0,0,2,137,1,8
12/10/2015,2200 - 2300,6,28,13,33,10,33,219,73,15,0,0,0,0,7,314,3,13
12/10/2015,2300 - 0000,10,28,15,28,13,28,80,43,0,0,0,0,0,4,127,1,11
12/11/2015,0500 - 0600,11,28,20,44,15,44,154,107,15,0,0,0,0,9,285,1,34
12/11/2015,0600 - 0700,10,49,21,50,17,50,1172,946,308,60,0,0,0,68,2554,9,49
12/11/2015,0700 - 0800,5,16,9,19,8,19,185,24,0,0,0,0,0,5,214,1,32
12/11/2015,0800 - 0900,11,46,18,52,16,52,590,377,128,7,0,0,0,33,1135,4,27
12/11/2015,0900 - 1000,5,23,10,29,8,29,366,68,0,0,0,0,0,14,448,3,37
12/11/2015,1000 - 1100,10,53,13,53,12,53,895,305,63,11,0,0,0,31,1305,6,35
12/11/2015,1100 - 1200,9,29,14,30,12,30,487,217,0,0,0,0,0,18,722,3,38
12/11/2015,1200 - 1300,8,46,16,46,13,46,682,344,57,4,0,0,0,40,1127,5,40
12/11/2015,1300 - 1400,10,38,18,42,16,42,533,452,96,0,0,0,0,33,1114,3,45
12/11/2015,1400 - 1500,15,62,26,73,22,73,762,536,255,194,46,0,0,58,1851,7,46
12/11/2015,1500 - 1600,8,49,23,63,15,63,387,129,46,31,4,0,0,22,619,4,27
12/11/2015,1600 - 1700,7,47,12,60,10,60,550,163,12,6,0,0,0,24,755,5,35
12/11/2015,1700 - 1800,8,48,18,56,14,56,690,291,131,36,0,0,0,47,1195,5,34
12/11/2015,1800 - 1900,11,36,14,44,14,44,465,231,39,0,0,0,0,18,753,3,32
12/11/2015,1900 - 2000,10,36,14,38,12,38,787,344,15,0,0,0,0,35,1181,4,39
12/11/2015,2000 - 2100,7,42,16,47,11,47,468,141,51,1,0,0,0,19,680,4,22
12/11/2015,2100 - 2200,1,15,3,15,1,15,169,0,0,0,0,0,0,5,174,2,7
12/11/2015,2300 - 0000,5,16,8,18,7,18,109,8,0,0,0,0,0,3,120,1,8
12/12/2015,0500 - 0600,18,39,22,41,21,41,128,406,61,0,0,0,0,19,614,2,40
12/12/2015,0600 - 0700,10,34,17,36,15,36,785,674,80,0,0,0,0,42,1581,5,49
12/12/2015,0700 - 0800,7,21,10,24,9,24,745,114,0,0,0,0,0,23,882,3,49
12/12/2015,0800 - 0900,11,61,28,72,22,72,795,403,302,217,32,0,0,52,1801,7,41
12/12/2015,0900 - 1000,8,41,25,54,20,54,333,271,203,8,0,0,0,33,848,4,36
12/12/2015,1000 - 1100,2,17,6,21,4,21,668,43,0,0,0,0,0,20,731,4,40
12/12/2015,1100 - 1200,10,26,12,30,11,30,690,235,0,0,0,0,0,29,954,4,35
12/12/2015,1200 - 1300,7,37,16,37,12,37,1085,532,65,0,0,0,0,53,1735,7,49
12/12/2015,1300 - 1400,20,71,32,75,27,75,399,786,649,153,26,0,0,62,2075,6,52
12/12/2015,1400 - 1500,21,74,44,100,35,100,461,517,312,237,419,23,0,73,2042,8,36
12/12/2015,1500 - 1600,5,36,23,51,13,51,250,64,29,25,0,0,0,13,381,3,27
12/12/2015,1600 - 1700,4,26,11,33,8,33,732,175,8,0,0,0,0,28,943,5,33
12/12/2015,1700 - 1800,16,67,34,78,26,78,529,386,239,171,108,0,0,57,1490,6,35
12/12/2015,1800 - 1900,6,50,27,57,18,57,472,184,140,93,0,0,0,23,912,4,33
12/12/2015,1900 - 2000,8,26,20,37,16,37,287,203,67,0,0,0,0,13,570,2,30
12/12/2015,2000 - 2100,9,42,21,43,15,43,430,160,122,0,0,0,0,22,734,5,21
12/12/2015,2100 - 2200,2,8,2,8,2,8,270,0,0,0,0,0,0,3,273,2,9
12/12/2015,2200 - 2300,9,39,17,49,15,49,260,148,42,10,0,0,0,13,473,3,14
12/13/2015,0500 - 0600,17,50,26,52,22,52,207,247,136,33,0,0,0,19,642,2,41
12/13/2015,0600 - 0700,16,46,30,55,25,55,625,928,857,140,0,0,0,69,2619,8,51
12/13/2015,0700 - 0800,8,23,10,26,9,26,315,41,0,0,0,0,0,12,368,2,45
12/13/2015,0800 - 0900,12,62,21,62,18,62,489,228,145,48,4,0,0,30,944,4,36
12/13/2015,0900 - 1000,10,54,27,54,22,54,575,417,414,115,0,0,0,58,1579,7,45
12/13/2015,1000 - 1100,7,27,16,35,13,35,403,231,15,0,0,0,0,20,669,3,35
12/13/2015,1100 - 1200,7,21,10,25,9,25,867,156,0,0,0,0,0,35,1058,4,42
12/13/2015,1200 - 1300,6,19,11,30,9,30,497,87,0,0,0,0,0,23,607,3,40
12/13/2015,1300 - 1400,10,41,21,52,17,52,1031,498,303,43,0,0,0,56,1931,6,49
12/13/2015,1400 - 1500,20,71,43,76,35,76,323,571,337,302,278,0,0,52,1863,7,46
12/13/2015,1500 - 1600,5,25,9,25,7,25,507,90,0,0,0,0,0,15,612,4,28
12/13/2015,1600 - 1700,12,61,14,62,13,62,1105,276,183,25,4,0,0,56,1649,8,41
12/13/2015,1700 - 1800,19,80,25,80,22,80,417,335,161,98,42,0,0,37,1090,4,44
12/13/2015,1800 - 1900,9,55,19,60,16,60,543,369,86,39,0,0,0,33,1070,4,39
12/13/2015,1900 - 2000,14,40,21,42,18,42,424,578,95,0,0,0,0,30,1127,4,31
12/13/2015,2000 - 2100,4,25,14,37,7,37,367,67,19,0,0,0,0,12,465,3,16
12/13/2015,2100 - 2200,3,10,3,10,3,10,145,0,0,0,0,0,0,5,150,1,12
12/13/2015,2200 - 2300,6,28,18,35,13,35,220,121,22,0,0,0,0,10,373,3,11
12/14/2015,0500 - 0600,14,39,27,41,19,41,118,106,60,0,0,0,0,9,293,1,30
12/14/2015,0600 - 0700,13,32,18,38,17,38,787,1059,92,0,0,0,0,58,1996,6,52
12/14/2015,0700 - 0800,12,66,23,64,19,66,561,458,166,56,7,0,0,37,1285,5,52
12/14/2015,0800 - 0900,6,43,24,54,21,54,177,146,101,23,0,0,0,13,460,1,34
12/14/2015,0900 - 1000,10,44,34,60,27,60,379,317,399,220,0,0,0,35,1350,6,38
12/14/2015,1000 - 1100,9,29,23,59,18,59,217,142,58,20,0,0,0,12,449,3,36
12/14/2015,1100 - 1200,12,41,20,43,17,43,598,454,165,0,0,0,0,35,1252,6,38
12/14/2015,1200 - 1300,14,63,23,67,20,67,416,307,134,65,10,0,0,41,973,3,45
12/14/2015,1300 - 1400,14,54,30,67,24,67,366,365,235,128,18,0,0,43,1155,4,41
12/14/2015,1400 - 1500,16,106,56,131,42,131,577,343,255,152,217,263,29,58,1894,7,33
12/14/2015,1500 - 1600,10,92,44,112,30,112,413,170,115,87,113,62,0,34,994,5,31
12/14/2015,1600 - 1700,14,84,32,84,24,84,511,201,218,98,93,0,0,36,1157,6,31
12/14/2015,1700 - 1800,15,52,35,60,27,60,255,125,204,130,0,0,0,20,734,3,32
12/14/2015,1800 - 1900,16,75,34,76,28,76,438,370,256,201,107,0,0,42,1414,5,36
12/14/2015,1900 - 2000,13,47,24,46,18,47,317,331,136,3,0,0,0,23,810,4,31
12/14/2015,2000 - 2100,4,36,16,42,10,42,289,77,25,0,0,0,0,10,401,3,18
12/14/2015,2100 - 2200,11,35,16,33,13,35,326,150,12,0,0,0,0,17,505,3,15
12/14/2015,2200 - 2300,0,1,3,14,1,14,190,0,0,0,0,0,0,11,201,1,10
12/14/2015,2300 - 0000,11,29,22,32,16,32,63,79,6,0,0,0,0,3,151,1,13
12/15/2015,0500 - 0600,33,63,40,63,35,63,0,101,127,48,7,0,0,9,292,1,32
12/15/2015,0600 - 0700,10,43,23,62,20,62,812,904,417,32,2,0,0,60,2227,8,48
12/15/2015,0700 - 0800,10,37,13,40,12,40,595,229,12,0,0,0,0,25,861,3,41
12/15/2015,0800 - 0900,13,56,27,58,23,58,375,231,185,115,0,0,0,31,937,3,37
12/15/2015,0900 - 1000,18,64,37,79,32,79,506,469,411,387,155,0,0,56,1984,7,36
12/15/2015,1000 - 1100,16,43,29,63,24,63,147,87,48,59,6,0,0,11,358,3,33
12/15/2015,1100 - 1200,11,48,18,49,15,49,549,466,50,5,0,0,0,30,1100,4,37
12/15/2015,1200 - 1300,22,52,19,54,20,54,294,165,183,23,0,0,0,19,684,3,32
12/15/2015,1300 - 1400,21,72,40,95,34,95,722,833,516,417,436,26,0,133,3083,9,56
12/15/2015,1400 - 1500,21,78,51,99,40,99,142,246,122,151,180,16,0,27,884,4,47
12/15/2015,1500 - 1600,9,44,16,44,13,44,573,363,66,0,0,0,0,53,1055,5,41
12/15/2015,1600 - 1700,19,57,28,75,24,75,338,247,185,99,25,0,0,29,923,4,30
12/15/2015,1700 - 1800,23,56,39,70,33,70,44,190,125,104,28,0,0,14,505,2,30
12/15/2015,1800 - 1900,13,58,24,58,21,58,390,390,216,48,0,0,0,34,1078,4,29
12/15/2015,1900 - 2000,17,67,35,71,27,71,328,264,220,143,60,0,0,38,1053,3,33
12/15/2015,2000 - 2100,5,30,14,32,9,32,493,164,6,0,0,0,0,20,683,3,25
12/15/2015,2100 - 2200,3,30,17,37,11,37,267,118,33,0,0,0,0,14,432,3,14
12/15/2015,2200 - 2300,5,27,17,38,12,38,211,82,23,0,0,0,0,8,324,2,14
12/15/2015,2300 - 0000,7,21,12,23,10,23,100,30,0,0,0,0,0,4,134,1,9
12/16/2015,0600 - 0700,7,26,10,27,9,27,1240,207,0,0,0,0,0,35,1482,5,38
12/16/2015,0700 - 0800,8,50,13,54,12,54,515,119,43,13,0,0,0,19,709,3,45
12/16/2015,0800 - 0900,16,80,38,89,33,89,634,537,368,395,313,0,0,63,2310,6,43
12/16/2015,0900 - 1000,17,61,37,68,31,68,212,185,141,178,54,0,0,22,792,3,40
12/16/2015,1000 - 1100,7,27,15,43,12,43,792,450,17,0,0,0,0,44,1303,6,33
12/16/2015,1100 - 1200,11,48,25,60,21,60,419,247,146,95,0,0,0,23,930,3,34
12/16/2015,1200 - 1300,12,54,48,88,39,88,300,145,182,178,286,0,0,31,1122,4,38
12/16/2015,1300 - 1400,27,114,65,126,52,126,412,590,607,427,480,594,27,129,3266,10,59
12/16/2015,1400 - 1500,26,104,65,112,53,112,112,398,272,196,296,310,0,53,1637,6,47
12/16/2015,1500 - 1600,4,39,22,61,16,61,451,122,95,64,4,0,0,23,759,4,31
12/16/2015,1600 - 1700,11,33,17,37,14,37,525,307,42,0,0,0,0,27,901,5,35
12/16/2015,1700 - 1800,11,45,16,45,15,45,962,611,135,0,0,0,0,54,1762,6,45
12/16/2015,1800 - 1900,14,40,18,45,17,45,538,399,166,0,0,0,0,31,1134,4,33
12/16/2015,1900 - 2000,8,24,13,31,11,31,357,140,2,0,0,0,0,15,514,2,29
12/16/2015,2000 - 2100,4,22,14,29,9,29,538,155,0,0,0,0,0,19,712,3,23
12/16/2015,2100 - 2200,1,17,2,16,1,17,125,6,0,0,0,0,0,3,134,3,11
12/16/2015,2200 - 2300,3,21,10,23,6,23,218,43,0,0,0,0,0,10,271,2,10
12/17/2015,0600 - 0700,13,53,24,57,20,57,1123,798,445,218,0,0,0,76,2660,9,45
12/17/2015,0700 - 0800,17,57,22,88,21,88,525,486,178,88,16,0,0,36,1329,4,48
12/17/2015,0800 - 0900,15,79,48,89,39,89,342,232,158,215,372,0,0,39,1358,4,36
12/17/2015,0900 - 1000,17,76,49,91,36,91,369,129,89,151,294,2,0,36,1070,6,31
12/17/2015,1000 - 1100,19,75,35,77,29,77,116,248,112,52,49,0,0,16,593,3,35
12/17/2015,1100 - 1200,11,43,28,61,23,61,451,352,362,71,2,0,0,38,1276,5,36
12/17/2015,1200 - 1300,12,41,18,53,15,53,418,227,58,3,0,0,0,49,755,2,40
12/17/2015,1300 - 1400,22,83,44,95,36,95,637,726,594,313,557,25,0,101,2953,9,48
12/17/2015,1400 - 1500,15,68,46,85,37,85,399,245,160,259,373,0,0,57,1493,5,51
12/17/2015,1500 - 1600,9,56,24,58,20,58,273,193,97,61,0,0,0,32,656,4,38
12/17/2015,1600 - 1700,6,33,10,35,8,35,776,168,13,0,0,0,0,62,1019,5,32
12/17/2015,1700 - 1800,14,67,31,69,26,69,333,346,228,141,33,0,0,43,1124,3,36
12/17/2015,1800 - 1900,11,49,39,80,33,80,297,224,154,212,161,0,0,31,1079,4,35
12/17/2015,1900 - 2000,13,54,36,56,27,56,261,115,274,94,0,0,0,48,792,3,38
12/17/2015,2000 - 2100,7,41,18,43,13,43,449,143,95,0,0,0,0,34,721,4,22
12/17/2015,2100 - 2200,4,35,14,36,10,36,304,101,12,0,0,0,0,17,434,2,14
12/17/2015,2200 - 2300,1,14,9,26,6,26,175,43,0,0,0,0,0,11,229,2,9
12/18/2015,0600 - 0700,7,34,20,49,16,49,1267,841,395,6,0,0,0,77,2586,8,53
12/18/2015,0700 - 0800,15,32,17,32,16,32,199,212,6,0,0,0,0,11,428,2,33
12/18/2015,0800 - 0900,17,71,34,81,30,81,541,524,277,236,246,0,0,65,1889,5,46
12/18/2015,0900 - 1000,11,51,41,77,32,77,394,214,156,277,139,0,0,45,1225,6,38
12/18/2015,1000 - 1100,8,32,21,48,16,48,529,305,175,10,0,0,0,30,1049,4,42
12/18/2015,1100 - 1200,9,32,15,32,13,32,637,358,12,0,0,0,0,30,1037,4,40
12/18/2015,1200 - 1300,7,24,11,25,10,25,361,99,0,0,0,0,0,12,472,2,38
12/18/2015,1300 - 1400,17,59,25,59,22,59,1018,1111,516,230,0,0,0,84,2959,9,56
12/18/2015,1400 - 1500,16,68,42,77,33,77,373,405,300,422,157,0,0,48,1705,7,42
12/18/2015,1500 - 1600,1,19,11,26,9,26,286,132,0,0,0,0,0,13,431,2,32
12/18/2015,1600 - 1700,6,23,10,24,8,24,863,127,0,0,0,0,0,33,1023,5,34
12/18/2015,1700 - 1800,10,60,34,84,27,84,682,419,285,191,200,0,0,56,1833,6,40
12/18/2015,1800 - 1900,12,66,32,69,27,69,582,196,189,252,115,0,0,37,1371,5,40
12/18/2015,1900 - 2000,10,52,34,54,21,54,385,89,201,92,0,0,0,19,786,3,39
12/18/2015,2000 - 2100,6,41,18,42,11,42,304,63,51,0,0,0,0,16,434,2,18
12/18/2015,2100 - 2200,3,20,7,21,6,21,132,14,0,0,0,0,0,6,152,3,12
12/18/2015,2200 - 2300,5,47,31,56,14,56,227,31,43,45,0,0,0,10,356,3,12
12/19/2015,0500 - 0600,5,14,11,19,9,19,245,9,0,0,0,0,0,7,261,1,35
12/19/2015,0600 - 0700,10,39,21,53,18,53,1046,535,419,58,0,0,0,59,2117,7,42
12/19/2015,0700 - 0800,9,37,18,37,16,37,543,559,37,0,0,0,0,35,1174,4,46
12/19/2015,0800 - 0900,9,43,25,59,21,59,517,437,327,69,0,0,0,39,1389,5,40
12/19/2015,0900 - 1000,6,42,27,60,19,60,799,374,387,119,0,0,0,57,1736,7,43
12/19/2015,1000 - 1100,9,35,23,41,17,41,299,231,89,0,0,0,0,18,637,3,38
12/19/2015,1100 - 1200,8,29,13,31,11,31,665,250,6,0,0,0,0,27,948,3,42
12/19/2015,1200 - 1300,7,28,17,41,14,41,630,476,33,0,0,0,0,37,1176,6,41
12/19/2015,1300 - 1400,13,79,26,86,22,86,1242,969,395,152,152,0,0,89,2999,9,53
12/19/2015,1400 - 1500,21,78,61,97,49,97,247,288,148,128,520,71,0,43,1445,5,43
12/19/2015,1500 - 1600,9,66,36,73,28,73,521,237,241,187,141,0,0,45,1372,7,41
12/19/2015,1600 - 1700,5,24,8,24,7,24,437,39,0,0,0,0,0,17,493,2,36
12/19/2015,1700 - 1800,13,63,25,71,20,71,956,450,213,178,106,0,0,57,1960,8,46
12/19/2015,1800 - 1900,10,40,19,44,17,44,543,346,185,0,0,0,0,30,1104,4,36
12/19/2015,1900 - 2000,9,39,23,46,16,46,400,212,131,1,0,0,0,22,766,3,38
12/19/2015,2000 - 2100,5,29,11,26,8,29,471,88,0,0,0,0,0,19,578,4,35
12/19/2015,2100 - 2200,4,15,3,13,4,15,185,0,0,0,0,0,0,6,191,2,10
12/19/2015,2200 - 2300,7,54,22,54,16,54,431,179,119,48,0,0,0,26,803,6,15
12/19/2015,2300 - 0000,11,30,25,41,22,41,42,52,43,0,0,0,0,4,141,1,13
12/20/2015,0600 - 0700,14,47,24,50,21,50,998,1102,691,17,0,0,0,74,2882,10,59
12/20/2015,0700 - 0800,11,52,17,53,16,53,909,754,135,12,0,0,0,55,1865,6,54
12/20/2015,0800 - 0900,10,47,31,55,25,55,290,185,257,113,0,0,0,21,866,3,34
12/20/2015,0900 - 1000,6,26,13,39,11,39,832,366,32,0,0,0,0,38,1268,6,41
12/20/2015,1000 - 1100,8,38,10,37,9,38,643,109,10,0,0,0,0,19,781,4,33
12/20/2015,1100 - 1200,9,36,17,40,15,40,604,450,60,0,0,0,0,30,1144,4,38
12/20/2015,1200 - 1300,13,37,19,42,16,42,506,406,84,0,0,0,0,31,1027,5,40
12/20/2015,1300 - 1400,15,65,19,65,18,65,1363,918,382,102,8,0,0,84,2857,9,55
12/20/2015,1400 - 1500,18,57,36,66,31,66,314,299,401,287,29,0,0,51,1381,5,44
12/20/2015,1500 - 1600,8,47,19,50,15,50,478,272,124,7,0,0,0,24,905,5,39
12/20/2015,1600 - 1700,16,46,20,51,19,51,455,158,214,25,0,0,0,31,883,4,43
12/20/2015,1700 - 1800,13,68,21,68,18,68,1006,399,235,161,50,0,0,51,1902,7,54
12/20/2015,1800 - 1900,13,34,17,44,16,44,476,381,90,0,0,0,0,36,983,3,39
12/20/2015,1900 - 2000,9,39,17,39,13,39,547,375,46,0,0,0,0,31,999,5,41
12/20/2015,2000 - 2100,5,28,12,36,8,36,354,77,8,0,0,0,0,21,460,3,17
12/20/2015,2100 - 2200,0,0,0,0,0,0,105,0,0,0,0,0,0,3,108,1,8
12/20/2015,2200 - 2300,3,22,9,26,7,26,122,28,0,0,0,0,0,5,155,3,12
12/20/2015,2300 - 0000,8,37,14,37,11,37,218,92,13,0,0,0,0,11,334,3,10
12/21/2015,0600 - 0700,13,48,21,48,19,48,1332,1180,660,25,0,0,0,91,3288,11,49
12/21/2015,0700 - 0800,14,41,13,56,13,56,499,115,39,23,0,0,0,19,695,2,54
12/21/2015,0800 - 0900,18,64,26,73,23,73,317,159,93,87,43,0,0,22,721,3,42
12/21/2015,0900 - 1000,11,68,33,75,26,75,522,347,355,181,54,0,0,44,1503,6,35
12/21/2015,1000 - 1100,12,73,34,84,28,84,423,393,168,149,150,0,0,40,1323,6,35
12/21/2015,1100 - 1200,11,49,34,73,27,73,271,119,130,125,35,0,0,22,702,3,36
12/21/2015,1200 - 1300,18,67,26,67,23,67,452,307,208,81,34,0,0,35,1117,4,51
12/21/2015,1300 - 1400,27,84,54,99,45,99,228,601,464,359,765,43,0,75,2535,8,52
12/21/2015,1400 - 1500,21,83,46,90,39,90,254,158,162,200,260,0,0,38,1072,4,46
12/21/2015,1500 - 1600,3,24,12,26,8,26,370,92,0,0,0,0,0,15,477,3,34
12/21/2015,1600 - 1700,11,37,17,46,15,46,729,549,99,5,0,0,0,54,1436,6,41
12/21/2015,1700 - 1800,20,78,31,79,27,79,365,295,272,129,64,0,0,36,1161,4,42
12/21/2015,1800 - 1900,14,74,26,87,21,87,547,314,101,82,71,0,0,34,1149,4,31
12/21/2015,1900 - 2000,19,66,35,77,31,77,188,94,47,112,63,0,0,16,520,2,21
12/21/2015,2000 - 2100,6,36,15,36,10,36,310,92,15,0,0,0,0,11,428,2,20
12/21/2015,2100 - 2200,2,16,7,17,4,17,156,4,0,0,0,0,0,6,166,2,10
12/21/2015,2200 - 2300,9,33,15,39,12,39,220,120,17,0,0,0,0,14,371,4,12
12/21/2015,2300 - 0000,11,17,13,16,12,17,25,3,0,0,0,0,0,1,29,1,9
12/22/2015,0600 - 0700,19,51,28,67,26,67,685,1223,713,357,13,0,0,88,3079,10,47
12/22/2015,0700 - 0800,14,49,27,58,24,58,295,343,300,51,0,0,0,30,1019,4,49
12/22/2015,0800 - 0900,17,80,53,98,42,98,279,293,137,154,348,50,0,37,1298,4,40
12/22/2015,0900 - 1000,10,57,37,64,30,64,393,222,214,389,27,0,0,32,1277,7,36
12/22/2015,1000 - 1100,8,26,17,30,16,30,81,92,0,0,0,0,0,3,176,1,25
12/22/2015,1100 - 1200,14,54,25,58,22,58,530,352,344,100,0,0,0,33,1359,5,33
12/22/2015,1200 - 1300,12,48,19,55,16,55,564,405,139,9,0,0,0,43,1160,4,45
12/22/2015,1300 - 1400,17,52,30,59,26,59,404,890,769,143,0,0,0,67,2273,7,50
12/22/2015,1400 - 1500,16,50,32,58,25,58,215,281,197,60,0,0,0,30,783,3,40
12/22/2015,1500 - 1600,5,20,8,25,7,25,931,85,0,0,0,0,0,32,1048,5,45
12/22/2015,1600 - 1700,10,35,14,40,13,40,803,368,76,0,0,0,0,35,1282,6,48
12/22/2015,1700 - 1800,15,47,21,47,19,47,460,648,172,9,0,0,0,40,1329,4,52
12/22/2015,1800 - 1900,15,79,24,83,22,83,534,425,188,77,57,0,0,39,1320,5,33
12/22/2015,1900 - 2000,23,58,46,71,35,71,62,215,106,147,49,0,0,17,596,2,24
