Date,Time,Avg Wait Time (US),Max Wait Time (US),Avg Wait Time (Non-US),Max Wait Time (Non-US),Avg Wait Time,Max Wait Time,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Total,Flights,Booths
2/26/2017,1300 - 1400,11,48,24,64,19,64,895,412,258,139,9,0,0,1765,6,35
2/26/2017,1400 - 1500,8,40,13,40,10,40,584,127,56,0,0,0,0,790,4,24
2/26/2017,1500 - 1600,10,33,11,32,10,33,633,251,5,0,0,0,0,913,3,29
2/26/2017,1600 - 1700,9,48,16,68,13,68,1050,318,129,43,3,0,0,1595,8,33
2/26/2017,1700 - 1800,19,61,27,61,21,61,338,356,201,64,2,0,0,992,4,31
2/26/2017,1800 - 1900,16,45,22,57,19,57,571,444,235,68,0,0,0,1359,5,40
2/26/2017,1900 - 2000,11,38,16,38,14,38,920,518,87,0,0,0,0,1567,6,35
2/26/2017,2000 - 2100,7,38,12,36,8,38,706,120,35,0,0,0,0,885,5,13
2/26/2017,2100 - 2200,8,41,23,41,11,41,309,122,43,0,0,0,0,487,4,18
2/26/2017,2200 - 2300,7,31,10,31,7,31,342,92,2,0,0,0,0,451,3,15
2/26/2017,2300 - 0000,11,46,18,44,13,46,553,273,107,1,0,0,0,962,6,21
2/27/2017,0500 - 0600,40,67,42,67,40,67,0,82,104,96,17,0,0,306,1,35
2/27/2017,0600 - 0700,17,48,20,52,19,52,1176,1096,546,64,0,0,0,2960,11,40
2/27/2017,0700 - 0800,11,30,16,32,15,32,259,236,8,0,0,0,0,519,2,35
2/27/2017,0800 - 0900,0,0,0,0,0,0,12,0,0,0,0,0,0,13,1,4
2/27/2017,0900 - 1000,17,77,31,79,25,79,692,432,217,193,147,0,0,1734,9,40
2/27/2017,1000 - 1100,20,99,49,106,37,106,753,348,114,118,361,220,0,1966,10,31
2/27/2017,1100 - 1200,9,56,34,94,22,94,339,41,12,32,75,7,0,522,3,24
2/27/2017,1200 - 1300,12,57,24,66,20,66,695,177,209,172,4,0,0,1319,5,34
2/27/2017,1300 - 1400,8,57,23,87,18,87,892,302,273,122,10,0,0,1647,7,32
2/27/2017,1400 - 1500,13,52,20,53,17,53,555,228,188,27,0,0,0,1033,5,28
2/27/2017,1500 - 1600,6,32,9,32,8,32,417,72,3,0,0,0,0,506,2,23
2/27/2017,1600 - 1700,12,41,16,42,14,42,951,544,152,0,0,0,0,1712,8,36
2/27/2017,1700 - 1800,7,45,14,44,10,45,770,220,26,0,0,0,0,1049,6,24
2/27/2017,1800 - 1900,19,83,25,83,22,83,619,363,237,97,68,0,0,1428,5,29
2/27/2017,1900 - 2000,9,47,23,54,14,54,534,168,94,13,0,0,0,834,4,22
2/27/2017,2000 - 2100,9,43,16,46,12,46,419,133,59,2,0,0,0,633,4,20
2/27/2017,2100 - 2200,5,26,12,26,7,26,356,59,0,0,0,0,0,428,2,16
2/27/2017,2200 - 2300,9,43,16,43,10,43,521,140,62,0,0,0,0,746,5,17
2/27/2017,2300 - 0000,11,54,16,56,12,56,448,265,14,6,0,0,0,756,5,18
2/28/2017,0000 - 0100,4,14,4,11,4,14,108,0,0,0,0,0,0,112,1,11
2/28/2017,0500 - 0600,13,43,18,43,15,43,117,77,16,0,0,0,0,217,1,23
2/28/2017,0600 - 0700,14,47,20,61,17,61,1429,987,407,89,1,0,0,3005,11,34
2/28/2017,0700 - 0800,13,44,19,45,15,45,437,293,73,0,0,0,0,826,4,30
2/28/2017,0800 - 0900,36,89,33,89,35,89,154,25,108,49,86,0,0,433,3,25
2/28/2017,0900 - 1000,10,48,28,106,22,106,576,291,164,68,55,32,0,1222,6,33
2/28/2017,1000 - 1100,12,114,43,139,29,139,805,271,120,49,106,95,51,1554,9,23
2/28/2017,1100 - 1200,10,95,38,101,26,101,302,58,19,7,37,52,0,485,2,27
2/28/2017,1200 - 1300,14,94,42,102,28,102,733,202,122,97,194,61,0,1450,6,26
2/28/2017,1300 - 1400,16,85,42,109,33,109,472,162,57,45,178,62,0,1014,4,32
2/28/2017,1400 - 1500,12,62,25,73,17,73,622,110,132,82,21,0,0,997,5,24
2/28/2017,1500 - 1600,14,74,20,73,17,74,602,314,112,51,12,0,0,1125,5,30
2/28/2017,1600 - 1700,14,77,20,77,17,77,661,291,81,76,39,0,0,1185,6,31
2/28/2017,1700 - 1800,19,94,42,104,29,104,860,496,181,263,332,14,0,2212,9,29
2/28/2017,1800 - 1900,14,57,35,82,28,82,255,11,13,67,93,0,0,454,2,27
2/28/2017,1900 - 2000,16,72,29,74,21,74,457,213,187,106,12,0,0,1003,5,27
2/28/2017,2000 - 2100,9,51,17,49,11,51,371,82,34,14,0,0,0,518,3,14
2/28/2017,2100 - 2200,7,57,17,45,10,57,540,78,50,3,0,0,0,692,5,15
2/28/2017,2200 - 2300,21,72,27,72,23,72,491,144,170,170,35,0,0,1045,6,16
2/28/2017,2300 - 0000,27,68,47,70,36,70,129,27,49,152,44,0,0,413,3,17
3/1/2017,0500 - 0600,19,33,23,38,21,38,44,216,20,0,0,0,0,289,1,28
3/1/2017,0600 - 0700,11,46,16,46,14,46,1433,812,184,3,0,0,0,2501,9,37
3/1/2017,0700 - 0800,8,22,14,27,12,27,194,91,0,0,0,0,0,293,1,27
3/1/2017,0800 - 0900,9,27,14,32,12,32,464,202,2,0,0,0,0,688,3,37
3/1/2017,0900 - 1000,12,60,28,85,22,85,1132,633,240,169,192,0,0,2453,14,40
3/1/2017,1000 - 1100,8,33,28,62,21,62,401,103,70,135,7,0,0,737,3,27
3/1/2017,1100 - 1200,10,50,22,62,17,62,445,209,139,43,4,0,0,867,4,25
3/1/2017,1200 - 1300,13,90,34,106,29,106,559,447,259,136,146,55,0,1654,7,33
3/1/2017,1300 - 1400,13,57,45,104,32,104,461,147,97,86,192,47,0,1069,5,29
3/1/2017,1400 - 1500,2,20,21,42,13,42,59,34,10,0,0,0,0,107,2,17
3/1/2017,1500 - 1600,10,57,13,45,12,57,1052,436,43,3,0,0,0,1588,7,34
3/1/2017,1600 - 1700,8,40,13,43,11,43,978,293,30,0,0,0,0,1339,7,34
3/1/2017,1700 - 1800,10,37,16,36,13,37,393,241,21,0,0,0,0,678,4,27
3/1/2017,1800 - 1900,26,94,38,91,33,94,457,614,389,207,323,6,0,2052,7,35
3/1/2017,1900 - 2000,12,54,24,55,17,55,433,219,121,28,0,0,0,828,4,29
3/1/2017,2000 - 2100,8,53,19,53,12,53,419,147,58,17,0,0,0,661,5,14
3/1/2017,2100 - 2200,6,22,9,22,6,22,288,63,0,0,0,0,0,363,3,13
3/1/2017,2200 - 2300,7,44,15,44,10,44,582,156,40,0,0,0,0,803,6,17
3/1/2017,2300 - 0000,10,41,22,43,16,43,155,109,64,0,0,0,0,338,3,15
3/2/2017,0600 - 0700,14,41,17,46,15,46,1340,1079,275,4,0,0,0,2783,11,38
3/2/2017,0700 - 0800,10,29,16,35,14,35,493,272,62,0,0,0,0,850,3,35
3/2/2017,0800 - 0900,4,16,7,20,5,20,161,11,0,0,0,0,0,179,2,27
3/2/2017,0900 - 1000,4,43,16,86,12,86,883,147,73,41,29,0,0,1217,8,43
3/2/2017,1000 - 1100,13,57,48,111,34,111,474,164,119,70,131,119,0,1110,7,25
3/2/2017,1100 - 1200,10,72,37,104,26,104,569,50,46,31,134,52,0,910,5,27
3/2/2017,1200 - 1300,13,89,39,91,28,91,829,225,113,63,351,2,0,1633,7,33
3/2/2017,1300 - 1400,27,102,43,108,37,108,595,374,288,121,332,145,0,1930,8,34
3/2/2017,1400 - 1500,17,75,43,102,33,102,280,154,40,73,80,55,0,704,5,29
3/2/2017,1500 - 1600,14,64,21,63,18,64,527,306,154,32,6,0,0,1059,4,31
3/2/2017,1600 - 1700,8,44,16,45,13,45,476,189,58,0,0,0,0,748,3,27
3/2/2017,1700 - 1800,14,45,18,43,16,45,374,243,88,0,0,0,0,726,4,30
3/2/2017,1800 - 1900,8,28,19,59,15,59,550,211,125,18,0,0,0,927,4,26
3/2/2017,1900 - 2000,16,52,23,54,19,54,619,526,256,61,0,0,0,1517,6,30
3/2/2017,2000 - 2100,4,30,11,33,7,33,565,139,7,0,0,0,0,737,5,17
3/2/2017,2100 - 2200,6,28,18,39,11,39,440,128,44,0,0,0,0,629,5,15
3/2/2017,2200 - 2300,7,27,13,32,9,32,315,106,3,0,0,0,0,442,4,19
3/2/2017,2300 - 0000,14,64,27,64,21,64,245,67,80,59,8,0,0,473,5,18
3/3/2017,0000 - 0100,11,28,19,28,12,28,78,29,0,0,0,0,0,108,1,10
3/3/2017,0500 - 0600,12,25,14,25,13,25,188,88,0,0,0,0,0,285,1,32
3/3/2017,0600 - 0700,7,34,12,37,10,37,1791,554,30,0,0,0,0,2442,10,36
3/3/2017,0700 - 0800,4,18,8,22,6,22,527,38,0,0,0,0,0,580,3,31
3/3/2017,0800 - 0900,10,58,12,44,11,58,196,46,18,2,0,0,0,270,2,34
3/3/2017,0900 - 1000,13,69,31,92,25,92,837,591,279,264,164,2,0,2207,12,45
3/3/2017,1000 - 1100,14,50,23,54,19,54,475,156,197,44,0,0,0,897,4,28
3/3/2017,1100 - 1200,10,38,22,49,18,49,414,271,185,13,0,0,0,912,5,28
3/3/2017,1200 - 1300,10,41,15,42,13,42,561,255,39,0,0,0,0,887,4,27
3/3/2017,1300 - 1400,8,38,23,50,18,50,820,402,267,48,0,0,0,1593,5,35
3/3/2017,1400 - 1500,7,32,17,53,14,53,937,324,133,26,0,0,0,1463,8,34
3/3/2017,1500 - 1600,7,35,20,43,15,43,471,211,138,0,0,0,0,842,3,30
3/3/2017,1600 - 1700,10,38,16,47,13,47,901,498,88,3,0,0,0,1532,7,32
3/3/2017,1700 - 1800,10,36,20,46,15,46,398,288,97,1,0,0,0,809,6,31
3/3/2017,1800 - 1900,21,76,29,91,27,91,505,267,238,140,127,3,0,1318,5,32
3/3/2017,1900 - 2000,8,42,23,53,16,53,558,144,167,71,0,0,0,969,4,26
3/3/2017,2000 - 2100,7,38,17,50,12,50,247,54,41,10,0,0,0,359,2,17
3/3/2017,2100 - 2200,10,45,18,45,14,45,350,204,88,0,0,0,0,658,6,16
3/3/2017,2200 - 2300,13,74,25,74,18,74,509,153,137,59,35,0,0,921,8,19
3/3/2017,2300 - 0000,19,60,39,68,30,68,100,42,56,69,22,0,0,297,3,18
3/4/2017,0500 - 0600,26,38,28,38,27,38,0,207,70,0,0,0,0,284,1,22
3/4/2017,0600 - 0700,11,54,23,59,19,59,1274,995,415,160,0,0,0,2929,10,42
3/4/2017,0700 - 0800,7,34,20,49,15,49,630,308,149,8,0,0,0,1123,6,37
3/4/2017,0800 - 0900,11,42,9,48,10,48,107,9,21,2,0,0,0,143,2,25
3/4/2017,0900 - 1000,9,35,12,35,11,35,995,387,18,0,0,0,0,1449,7,41
3/4/2017,1000 - 1100,15,52,21,56,19,56,559,437,187,65,0,0,0,1287,8,25
3/4/2017,1100 - 1200,6,65,17,47,12,65,570,66,100,12,1,0,0,771,5,26
3/4/2017,1200 - 1300,9,38,22,68,18,68,1165,485,250,156,29,0,0,2142,8,36
3/4/2017,1300 - 1400,11,72,30,79,23,79,922,434,127,214,166,0,0,1919,6,38
3/4/2017,1400 - 1500,15,85,27,88,21,88,563,304,122,101,66,0,0,1194,7,31
3/4/2017,1500 - 1600,10,53,19,49,16,53,742,269,249,9,0,0,0,1312,5,29
3/4/2017,1600 - 1700,7,38,17,51,13,51,690,257,120,6,0,0,0,1112,6,32
3/4/2017,1700 - 1800,15,79,20,75,18,79,801,406,188,113,14,0,0,1569,9,36
3/4/2017,1800 - 1900,13,88,29,88,22,88,673,400,161,89,103,0,0,1481,6,34
3/4/2017,1900 - 2000,13,58,34,75,23,75,545,109,162,92,99,0,0,1040,6,32
3/4/2017,2000 - 2100,4,32,11,32,6,32,354,49,10,0,0,0,0,422,3,19
3/4/2017,2100 - 2200,15,74,30,74,21,74,708,205,83,195,76,0,0,1305,8,23
3/4/2017,2200 - 2300,17,71,35,76,23,76,198,69,109,57,9,0,0,457,3,22
3/4/2017,2300 - 0000,23,63,37,64,29,64,170,56,97,138,18,0,0,494,4,22
3/5/2017,0600 - 0700,11,44,18,54,15,54,1892,1094,339,61,0,0,0,3484,13,35
3/5/2017,0700 - 0800,8,32,13,32,11,32,378,114,3,0,0,0,0,507,3,30
3/5/2017,0800 - 0900,9,48,12,46,11,48,856,227,27,2,0,0,0,1149,7,36
3/5/2017,0900 - 1000,16,58,18,58,17,58,874,549,250,35,0,0,0,1765,8,42
3/5/2017,1000 - 1100,14,57,25,62,21,62,662,347,290,132,11,0,0,1492,7,27
3/5/2017,1100 - 1200,8,41,16,47,13,47,541,232,59,2,0,0,0,860,5,25
3/5/2017,1200 - 1300,8,53,13,44,12,53,383,140,36,1,0,0,0,577,3,36
3/5/2017,1300 - 1400,9,32,12,35,11,35,1303,503,15,0,0,0,0,1875,6,40
3/5/2017,1400 - 1500,12,56,21,69,17,69,928,368,143,117,23,0,0,1628,7,35
3/5/2017,1500 - 1600,10,41,18,55,16,55,506,211,158,25,0,0,0,935,5,33
3/5/2017,1600 - 1700,7,41,16,59,13,59,855,345,98,7,0,0,0,1340,6,40
3/5/2017,1700 - 1800,13,63,18,63,15,63,672,391,74,31,8,0,0,1212,6,36
3/5/2017,1800 - 1900,14,68,19,68,17,68,985,543,211,60,17,0,0,1873,7,33
3/5/2017,1900 - 2000,10,38,17,46,13,46,490,218,74,2,0,0,0,807,4,22
3/5/2017,2000 - 2100,6,29,11,29,7,29,451,54,0,0,0,0,0,517,3,11
3/5/2017,2100 - 2200,9,34,15,34,10,34,506,151,16,0,0,0,0,689,4,14
3/5/2017,2200 - 2300,9,27,11,25,10,27,279,94,0,0,0,0,0,390,3,17
3/5/2017,2300 - 0000,12,64,20,65,14,65,439,163,77,47,4,0,0,749,6,18
3/6/2017,0500 - 0600,16,27,18,28,17,28,115,177,0,0,0,0,0,300,1,33
3/6/2017,0600 - 0700,9,44,18,57,15,57,1412,702,202,83,0,0,0,2472,9,37
3/6/2017,0700 - 0800,10,50,19,50,15,50,481,222,117,15,0,0,0,862,4,35
3/6/2017,0800 - 0900,14,40,14,41,14,41,735,397,97,0,0,0,0,1267,6,40
3/6/2017,0900 - 1000,13,63,19,65,17,65,602,413,139,36,5,0,0,1225,8,42
3/6/2017,1000 - 1100,9,46,20,53,17,53,518,261,191,35,0,0,0,1039,6,32
3/6/2017,1100 - 1200,10,48,27,55,20,55,263,95,93,57,0,0,0,524,3,30
3/6/2017,1200 - 1300,7,41,13,46,11,46,1171,439,64,2,0,0,0,1727,8,32
3/6/2017,1300 - 1400,15,60,21,69,19,69,626,456,190,46,8,0,0,1378,5,43
3/6/2017,1400 - 1500,8,26,11,28,10,28,725,168,0,0,0,0,0,923,4,28
3/6/2017,1500 - 1600,8,29,13,34,11,34,749,314,26,0,0,0,0,1125,4,33
3/6/2017,1600 - 1700,5,62,11,34,9,62,868,231,23,0,1,0,0,1160,7,36
3/6/2017,1700 - 1800,6,29,17,48,12,48,823,262,83,6,0,0,0,1214,7,32
3/6/2017,1800 - 1900,14,54,22,59,18,59,368,224,131,31,0,0,0,778,3,32
3/6/2017,1900 - 2000,10,43,17,47,13,47,1013,430,135,3,0,0,0,1628,7,28
3/6/2017,2000 - 2100,3,22,9,24,5,24,474,48,0,0,0,0,0,537,3,18
3/6/2017,2100 - 2200,9,38,17,45,12,45,499,147,84,0,0,0,0,752,5,18
3/6/2017,2200 - 2300,18,47,26,54,21,54,252,199,158,16,0,0,0,645,5,18
3/6/2017,2300 - 0000,15,48,27,49,20,49,143,99,92,18,0,0,0,362,3,17
3/7/2017,0600 - 0700,8,34,12,36,10,36,1768,557,41,0,0,0,0,2437,12,40
3/7/2017,0700 - 0800,5,19,7,19,7,19,190,9,0,0,0,0,0,205,1,30
3/7/2017,0800 - 0900,6,16,8,19,8,19,643,58,0,0,0,0,0,717,3,35
3/7/2017,0900 - 1000,8,39,17,58,14,58,933,340,160,41,0,0,0,1526,9,32
3/7/2017,1000 - 1100,7,46,22,63,17,63,885,235,116,155,8,0,0,1439,7,31
3/7/2017,1100 - 1200,6,31,19,52,15,52,552,163,124,35,0,0,0,901,5,21
3/7/2017,1200 - 1300,11,56,17,50,14,56,379,218,27,7,0,0,0,655,3,26
3/7/2017,1300 - 1400,13,53,21,65,18,65,778,445,166,98,11,0,0,1542,6,31
3/7/2017,1400 - 1500,10,54,23,67,19,67,536,191,62,119,14,0,0,950,5,28
3/7/2017,1500 - 1600,14,51,17,51,15,51,616,436,108,22,0,0,0,1222,5,30
3/7/2017,1600 - 1700,11,31,15,33,13,33,508,345,15,0,0,0,0,915,5,28
3/7/2017,1700 - 1800,13,85,27,85,19,85,823,390,139,99,93,0,0,1592,8,27
3/7/2017,1800 - 1900,12,55,19,62,15,62,374,111,121,34,4,0,0,661,4,22
3/7/2017,1900 - 2000,9,36,14,37,12,37,295,79,34,0,0,0,0,422,2,22
3/7/2017,2000 - 2100,7,35,11,35,9,35,779,172,13,0,0,0,0,991,5,27
3/7/2017,2100 - 2200,8,34,13,33,10,34,524,192,9,0,0,0,0,745,5,21
3/7/2017,2200 - 2300,8,28,13,28,10,28,298,122,0,0,0,0,0,432,3,17
3/7/2017,2300 - 0000,5,23,11,36,8,36,264,53,6,0,0,0,0,335,3,15
3/8/2017,0000 - 0100,5,16,10,17,6,17,189,9,0,0,0,0,0,207,1,10
3/8/2017,0500 - 0600,14,22,21,32,17,32,91,115,6,0,0,0,0,218,1,24
3/8/2017,0600 - 0700,7,29,13,34,10,34,1479,468,25,0,0,0,0,2035,9,39
3/8/2017,0700 - 0800,8,19,10,22,10,22,458,71,0,0,0,0,0,545,2,35
3/8/2017,0800 - 0900,6,22,9,28,7,28,750,153,0,0,0,0,0,934,6,39
3/8/2017,0900 - 1000,8,34,13,42,11,42,930,413,22,0,0,0,0,1405,8,44
3/8/2017,1000 - 1100,5,21,11,31,10,31,652,225,4,0,0,0,0,912,6,26
3/8/2017,1100 - 1200,10,26,14,29,12,29,637,277,0,0,0,0,0,940,3,30
3/8/2017,1200 - 1300,10,31,12,30,11,31,506,175,1,0,0,0,0,707,3,30
3/8/2017,1300 - 1400,7,38,18,73,15,73,1128,476,154,57,14,0,0,1895,8,35
3/8/2017,1400 - 1500,14,83,25,83,21,83,702,303,197,133,69,0,0,1445,6,31
3/8/2017,1500 - 1600,4,19,8,26,6,26,524,65,0,0,0,0,0,611,4,28
3/8/2017,1600 - 1700,8,29,13,31,11,31,643,282,5,0,0,0,0,959,6,33
3/8/2017,1700 - 1800,17,66,26,81,22,81,902,614,367,147,78,0,0,2179,11,33
3/8/2017,1800 - 1900,15,75,29,88,25,88,583,234,132,170,100,0,0,1259,5,32
3/8/2017,1900 - 2000,9,36,16,36,12,36,369,149,22,0,0,0,0,556,3,25
3/8/2017,2000 - 2100,3,21,6,21,4,21,463,40,0,0,0,0,0,515,3,19
3/8/2017,2100 - 2200,6,25,11,25,7,25,512,87,0,0,0,0,0,618,6,16
3/8/2017,2200 - 2300,13,48,17,48,15,48,338,257,34,6,0,0,0,655,5,19
3/8/2017,2300 - 0000,1,9,5,13,3,13,43,0,0,0,0,0,0,43,1,14
3/9/2017,0000 - 0100,18,40,24,43,23,43,48,134,50,0,0,0,0,239,1,14
3/9/2017,0500 - 0600,19,50,28,51,22,51,77,113,47,10,0,0,0,255,1,28
3/9/2017,0600 - 0700,11,41,17,47,15,47,1292,784,231,4,0,0,0,2373,10,38
3/9/2017,0700 - 0800,7,27,10,27,9,27,694,148,0,0,0,0,0,863,4,29
3/9/2017,0800 - 0900,4,13,9,26,8,26,340,48,0,0,0,0,0,399,3,35
3/9/2017,0900 - 1000,6,37,20,86,17,86,1008,369,174,60,58,0,0,1725,10,37
3/9/2017,1000 - 1100,11,47,31,96,23,96,686,298,121,55,143,11,0,1356,8,25
3/9/2017,1100 - 1200,5,18,13,26,10,26,99,47,0,0,0,0,0,148,1,18
3/9/2017,1200 - 1300,13,60,21,81,18,81,893,440,185,94,34,0,0,1706,8,29
3/9/2017,1300 - 1400,10,69,36,92,28,92,745,222,132,110,277,6,0,1534,5,35
3/9/2017,1400 - 1500,12,71,30,81,22,81,569,214,135,95,90,0,0,1136,6,33
3/9/2017,1500 - 1600,10,48,15,49,13,49,506,266,38,3,0,0,0,838,3,34
3/9/2017,1600 - 1700,7,40,14,41,12,41,557,203,24,0,0,0,0,809,4,34
3/9/2017,1700 - 1800,7,32,11,32,8,32,584,147,3,0,0,0,0,755,7,22
3/9/2017,1800 - 1900,12,52,24,67,20,67,503,370,186,62,16,0,0,1168,5,26
3/9/2017,1900 - 2000,9,35,23,52,15,52,494,259,123,12,0,0,0,919,5,25
3/9/2017,2000 - 2100,5,29,12,35,8,35,383,93,5,0,0,0,0,496,3,21
3/9/2017,2100 - 2200,7,28,14,30,10,30,474,184,0,0,0,0,0,675,6,17
3/9/2017,2200 - 2300,10,46,15,50,13,50,318,146,53,3,0,0,0,536,4,21
3/9/2017,2300 - 0000,27,65,27,65,27,65,143,94,89,61,34,0,0,434,4,20
3/10/2017,0600 - 0700,5,31,13,36,10,36,1930,636,80,0,0,0,0,2730,12,39
3/10/2017,0700 - 0800,5,13,9,18,8,18,174,16,0,0,0,0,0,195,1,40
3/10/2017,0800 - 0900,8,43,16,43,14,43,694,364,75,0,0,0,0,1174,7,42
3/10/2017,0900 - 1000,7,41,21,55,17,55,689,303,253,29,0,0,0,1318,7,42
3/10/2017,1000 - 1100,10,36,17,39,14,39,639,339,75,0,0,0,0,1088,6,30
3/10/2017,1100 - 1200,7,22,15,44,12,44,482,143,36,0,0,0,0,679,3,25
3/10/2017,1200 - 1300,6,35,18,47,13,47,869,338,142,9,0,0,0,1413,6,35
3/10/2017,1300 - 1400,8,30,23,52,19,52,621,274,234,64,0,0,0,1227,5,34
3/10/2017,1400 - 1500,6,39,12,38,10,39,576,165,11,0,0,0,0,773,5,30
3/10/2017,1500 - 1600,6,29,11,33,9,33,803,228,11,0,0,0,0,1079,4,31
3/10/2017,1600 - 1700,4,22,11,26,8,26,557,146,0,0,0,0,0,718,3,34
3/10/2017,1700 - 1800,8,40,15,47,11,47,1302,495,52,4,0,0,0,1909,10,38
3/10/2017,1800 - 1900,10,53,28,81,22,81,900,378,210,187,121,0,0,1863,8,37
3/10/2017,1900 - 2000,8,33,26,62,17,62,449,210,105,44,6,0,0,842,5,34
3/10/2017,2000 - 2100,2,21,9,28,4,28,507,52,0,0,0,0,0,579,4,15
3/10/2017,2100 - 2200,5,25,8,25,7,25,396,72,0,0,0,0,0,484,5,18
3/10/2017,2200 - 2300,5,38,10,31,7,38,505,83,3,0,0,0,0,610,5,17
3/10/2017,2300 - 0000,11,65,27,64,22,65,228,81,59,89,13,0,0,486,4,17
3/11/2017,0500 - 0600,10,31,20,38,14,38,276,179,22,0,0,0,0,492,2,38
3/11/2017,0600 - 0700,10,38,16,39,14,39,1283,969,112,0,0,0,0,2432,10,46
3/11/2017,0700 - 0800,5,28,6,29,6,29,523,68,0,0,0,0,0,605,4,39
3/11/2017,0800 - 0900,10,38,11,38,11,38,541,220,22,0,0,0,0,806,4,39
3/11/2017,0900 - 1000,8,37,18,57,15,57,1197,424,254,55,0,0,0,1998,11,41
3/11/2017,1000 - 1100,13,48,21,59,18,59,508,356,120,41,0,0,0,1060,6,26
3/11/2017,1100 - 1200,7,42,20,51,14,51,666,256,119,18,0,0,0,1088,6,30
3/11/2017,1200 - 1300,9,42,18,57,15,57,721,391,119,25,0,0,0,1293,5,37
3/11/2017,1300 - 1400,11,53,29,68,23,68,717,466,316,201,41,0,0,1794,7,41
3/11/2017,1400 - 1500,10,49,17,48,14,49,854,475,108,3,0,0,0,1487,7,36
3/11/2017,1500 - 1600,6,31,11,31,8,31,805,208,6,0,0,0,0,1046,4,29
3/11/2017,1600 - 1700,7,42,18,73,13,73,967,300,88,28,19,0,0,1447,8,31
3/11/2017,1700 - 1800,11,67,35,77,23,77,707,247,150,182,100,0,0,1429,7,30
3/11/2017,1800 - 1900,8,46,24,59,17,59,672,141,184,122,0,0,0,1165,5,31
3/11/2017,1900 - 2000,10,49,19,49,14,49,508,189,90,9,0,0,0,820,5,25
3/11/2017,2000 - 2100,3,19,4,20,3,20,740,10,0,0,0,0,0,772,5,21
3/11/2017,2100 - 2200,7,37,10,28,8,37,634,144,4,0,0,0,0,805,6,23
3/11/2017,2200 - 2300,38,100,55,102,43,102,172,101,10,9,238,32,0,577,4,18
3/11/2017,2300 - 0000,10,52,12,26,11,52,63,27,0,5,0,0,0,100,1,19
3/12/2017,0000 - 0100,9,39,16,39,12,39,211,90,39,0,0,0,0,359,3,17
3/12/2017,0600 - 0700,7,35,10,39,9,39,1575,404,35,0,0,0,0,2072,8,43
3/12/2017,0700 - 0800,4,16,6,21,5,21,977,35,0,0,0,0,0,1042,5,33
3/12/2017,0800 - 0900,5,14,8,20,7,20,310,9,0,0,0,0,0,333,2,32
3/12/2017,0900 - 1000,4,16,8,17,6,17,415,17,0,0,0,0,0,443,4,40
3/12/2017,1000 - 1100,11,49,17,50,15,50,1141,710,169,17,0,0,0,2115,11,42
3/12/2017,1100 - 1200,7,28,15,40,12,40,948,328,87,0,0,0,0,1402,8,27
3/12/2017,1200 - 1300,6,22,9,24,8,24,579,78,0,0,0,0,0,675,3,24
3/12/2017,1300 - 1400,9,49,15,59,13,59,1253,534,65,31,0,0,0,1937,7,43
3/12/2017,1400 - 1500,13,43,29,74,22,74,472,656,122,88,88,0,0,1473,6,42
3/12/2017,1500 - 1600,9,36,15,40,12,40,984,461,101,0,0,0,0,1589,7,42
3/12/2017,1600 - 1700,9,41,15,41,12,41,927,352,85,0,0,0,0,1404,7,36
3/12/2017,1700 - 1800,8,37,17,43,12,43,707,290,72,0,0,0,0,1101,7,33
3/12/2017,1800 - 1900,11,51,14,51,12,51,823,374,40,18,0,0,0,1292,6,29
3/12/2017,1900 - 2000,10,33,15,35,12,35,584,290,35,0,0,0,0,933,4,33
3/12/2017,2000 - 2100,18,67,24,69,20,69,550,379,217,72,22,0,0,1276,6,21
3/12/2017,2100 - 2200,18,64,33,64,22,64,395,81,96,149,11,0,0,754,5,20
3/12/2017,2200 - 2300,9,45,22,45,14,45,162,10,61,0,0,0,0,239,1,19
3/12/2017,2300 - 0000,10,44,16,45,11,45,703,254,60,0,0,0,0,1045,7,19
3/13/2017,0600 - 0700,9,29,13,34,11,34,1750,731,50,0,0,0,0,2605,10,42
3/13/2017,0700 - 0800,4,18,6,18,5,18,314,18,0,0,0,0,0,343,2,28
3/13/2017,0800 - 0900,5,14,8,17,7,17,321,11,0,0,0,0,0,342,2,32
3/13/2017,0900 - 1000,5,33,8,35,7,35,413,45,5,0,0,0,0,477,4,31
3/13/2017,1000 - 1100,10,44,27,88,22,88,807,413,132,107,143,0,0,1651,10,33
3/13/2017,1100 - 1200,10,36,25,80,20,80,376,125,87,41,24,0,0,677,4,22
3/13/2017,1200 - 1300,11,43,21,53,18,53,418,252,129,20,0,0,0,848,4,34
3/13/2017,1300 - 1400,6,70,19,87,15,87,1057,455,107,32,60,0,0,1762,7,41
3/13/2017,1400 - 1500,15,67,38,87,30,87,399,509,176,125,192,0,0,1440,7,41
3/13/2017,1500 - 1600,11,39,21,50,17,50,510,248,160,21,0,0,0,972,5,35
3/13/2017,1600 - 1700,8,35,12,40,10,40,1171,353,61,0,0,0,0,1632,8,32
3/13/2017,1700 - 1800,9,42,19,50,14,50,999,331,150,10,0,0,0,1542,8,32
3/13/2017,1800 - 1900,11,40,17,40,14,40,434,259,51,0,0,0,0,767,4,26
3/13/2017,1900 - 2000,8,50,22,55,16,55,744,200,206,68,0,0,0,1254,4,31
