Date,Time,Avg Wait Time (US),Max Wait Time (US),Avg Wait Time (Non-US),Max Wait Time (Non-US),Avg Wait Time,Max Wait Time,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Total,Flights,Booths
12/6/2016,0600 - 0700,11,47,22,68,19,68,1365,905,331,182,16,0,0,2887,12,37
12/6/2016,0700 - 0800,9,33,21,44,16,44,303,162,88,0,0,0,0,569,3,29
12/6/2016,0800 - 0900,4,16,8,21,7,21,455,41,0,0,0,0,0,511,4,31
12/6/2016,0900 - 1000,8,31,12,38,11,38,705,248,20,0,0,0,0,1005,7,27
12/6/2016,1000 - 1100,13,46,18,50,16,50,546,362,156,7,0,0,0,1112,7,31
12/6/2016,1100 - 1200,12,36,20,40,17,40,362,338,84,0,0,0,0,810,4,23
12/6/2016,1200 - 1300,7,29,11,28,9,29,557,125,0,0,0,0,0,707,4,27
12/6/2016,1300 - 1400,8,43,13,57,11,57,795,241,83,15,0,0,0,1191,6,34
12/6/2016,1400 - 1500,10,37,15,38,12,38,616,220,41,0,0,0,0,903,5,24
12/6/2016,1500 - 1600,9,24,9,23,9,24,160,20,0,0,0,0,0,190,1,22
12/6/2016,1600 - 1700,9,37,12,38,11,38,871,275,26,0,0,0,0,1237,6,29
12/6/2016,1700 - 1800,21,81,27,82,24,82,688,512,224,207,111,0,0,1801,9,35
12/6/2016,1800 - 1900,11,58,22,60,18,60,350,72,83,57,0,0,0,580,4,23
12/6/2016,1900 - 2000,12,39,22,44,16,44,426,283,87,0,0,0,0,833,5,23
12/6/2016,2000 - 2100,4,20,9,23,5,23,287,37,0,0,0,0,0,332,2,17
12/6/2016,2100 - 2200,4,23,10,25,6,25,321,34,0,0,0,0,0,367,3,19
12/6/2016,2200 - 2300,9,40,15,40,11,40,322,132,15,0,0,0,0,483,6,18
12/6/2016,2300 - 0000,5,31,16,39,12,39,230,82,38,0,0,0,0,363,3,17
12/7/2016,0500 - 0600,37,70,52,80,45,80,0,64,103,60,58,0,0,293,1,39
12/7/2016,0600 - 0700,15,62,33,69,28,69,766,810,644,520,82,0,0,2906,12,44
12/7/2016,0700 - 0800,14,28,15,28,15,28,139,118,0,0,0,0,0,266,2,26
12/7/2016,0800 - 0900,5,34,12,79,10,79,402,73,25,1,1,0,0,552,4,29
12/7/2016,0900 - 1000,11,65,23,74,19,74,943,488,227,155,34,0,0,1911,12,35
12/7/2016,1000 - 1100,7,39,16,46,11,46,630,192,54,1,0,0,0,902,5,21
12/7/2016,1100 - 1200,9,41,20,51,16,51,561,219,159,12,0,0,0,980,5,22
12/7/2016,1200 - 1300,7,36,20,77,15,77,529,206,97,1,23,0,0,904,5,34
12/7/2016,1300 - 1400,6,30,15,37,11,37,509,198,39,0,0,0,0,777,4,27
12/7/2016,1400 - 1500,7,45,20,63,15,63,833,183,142,88,10,0,0,1296,8,28
12/7/2016,1500 - 1600,6,26,10,31,8,31,497,81,2,0,0,0,0,602,3,23
12/7/2016,1600 - 1700,5,16,10,26,8,26,520,84,0,0,0,0,0,631,5,27
12/7/2016,1700 - 1800,12,44,14,41,13,44,977,314,145,0,0,0,0,1487,7,34
12/7/2016,1800 - 1900,8,37,20,44,17,44,560,393,166,0,0,0,0,1156,5,29
12/7/2016,1900 - 2000,12,36,20,44,16,44,312,198,61,0,0,0,0,588,3,29
12/7/2016,2000 - 2100,5,28,8,27,6,28,317,36,0,0,0,0,0,365,2,18
12/7/2016,2100 - 2200,2,13,3,13,2,13,150,0,0,0,0,0,0,155,2,14
12/7/2016,2200 - 2300,4,26,8,31,6,31,351,62,2,0,0,0,0,437,6,18
12/7/2016,2300 - 0000,1,26,2,26,1,26,321,17,0,0,0,0,0,358,3,23
12/8/2016,0500 - 0600,12,47,17,47,15,47,174,120,32,5,0,0,0,343,2,39
12/8/2016,0600 - 0700,10,55,22,59,18,59,1214,962,467,57,0,0,0,2792,10,43
12/8/2016,0700 - 0800,4,18,9,25,7,25,303,43,0,0,0,0,0,357,2,25
12/8/2016,0800 - 0900,5,26,12,36,9,36,496,114,13,0,0,0,0,647,5,31
12/8/2016,0900 - 1000,6,25,13,40,11,40,674,245,34,0,0,0,0,1006,7,33
12/8/2016,1000 - 1100,7,30,17,42,14,42,503,279,59,0,0,0,0,869,7,22
12/8/2016,1100 - 1200,10,39,19,38,16,39,356,316,75,0,0,0,0,769,3,24
12/8/2016,1200 - 1300,11,71,27,82,20,82,774,310,202,100,59,0,0,1500,10,25
12/8/2016,1300 - 1400,10,70,37,102,28,102,592,238,122,93,207,27,0,1360,6,25
12/8/2016,1400 - 1500,16,59,40,77,29,77,396,272,120,138,168,0,0,1124,5,28
12/8/2016,1500 - 1600,5,19,14,43,11,43,365,93,40,0,0,0,0,520,3,30
12/8/2016,1600 - 1700,7,33,16,40,12,40,747,277,35,0,0,0,0,1089,6,34
12/8/2016,1700 - 1800,7,48,20,56,14,56,739,241,114,48,0,0,0,1194,6,35
12/8/2016,1800 - 1900,9,62,21,64,16,64,613,196,88,72,4,0,0,1001,5,26
12/8/2016,1900 - 2000,17,73,35,75,25,75,328,253,98,106,62,0,0,874,4,30
12/8/2016,2000 - 2100,3,30,11,34,6,34,410,51,6,0,0,0,0,481,4,22
12/8/2016,2100 - 2200,8,29,14,29,12,29,183,89,0,0,0,0,0,276,1,17
12/8/2016,2200 - 2300,2,16,5,21,4,21,285,17,0,0,0,0,0,317,4,21
12/8/2016,2300 - 0000,4,32,5,32,5,32,358,65,5,0,0,0,0,453,5,23
12/9/2016,0500 - 0600,8,18,18,34,14,34,64,50,5,0,0,0,0,122,1,25
12/9/2016,0600 - 0700,6,25,12,33,9,33,1308,360,2,0,0,0,0,1717,8,35
12/9/2016,0700 - 0800,6,32,10,33,8,33,582,174,14,0,0,0,0,794,4,32
12/9/2016,0800 - 0900,5,21,11,27,9,27,625,158,0,0,0,0,0,810,5,34
12/9/2016,0900 - 1000,9,43,14,44,12,44,816,354,61,0,0,0,0,1271,9,39
12/9/2016,1000 - 1100,10,32,15,37,14,37,884,562,42,0,0,0,0,1534,8,28
12/9/2016,1100 - 1200,12,35,14,35,13,35,372,264,26,0,0,0,0,679,4,25
12/9/2016,1200 - 1300,6,38,14,38,11,38,861,268,53,0,0,0,0,1219,7,28
12/9/2016,1300 - 1400,7,30,15,37,12,37,632,313,22,0,0,0,0,992,4,30
12/9/2016,1400 - 1500,9,39,16,51,14,51,236,128,40,6,0,0,0,423,2,26
12/9/2016,1500 - 1600,6,34,19,47,12,47,687,173,108,8,0,0,0,1011,5,29
12/9/2016,1600 - 1700,8,29,11,29,9,29,732,192,0,0,0,0,0,950,5,34
12/9/2016,1700 - 1800,6,50,15,60,10,60,1048,301,59,8,0,0,0,1468,7,35
12/9/2016,1800 - 1900,11,38,17,69,15,69,986,420,102,36,2,0,0,1596,7,31
12/9/2016,1900 - 2000,15,59,39,77,27,77,387,238,166,141,94,0,0,1058,5,32
12/9/2016,2000 - 2100,0,7,2,9,1,9,181,0,0,0,0,0,0,186,2,13
12/9/2016,2100 - 2200,5,22,10,24,7,24,499,106,0,0,0,0,0,624,5,19
12/9/2016,2200 - 2300,7,31,14,33,11,33,382,131,12,0,0,0,0,540,5,19
12/9/2016,2300 - 0000,13,49,20,50,18,50,132,92,34,9,0,0,0,276,3,12
12/10/2016,0500 - 0600,13,31,16,31,15,31,142,143,4,0,0,0,0,295,1,33
12/10/2016,0600 - 0700,13,57,24,63,20,63,1275,1191,447,189,9,0,0,3206,12,42
12/10/2016,0700 - 0800,5,19,18,48,14,48,288,146,57,1,0,0,0,508,3,34
12/10/2016,0800 - 0900,15,82,15,73,15,82,395,190,66,6,8,0,0,688,4,37
12/10/2016,0900 - 1000,11,41,17,44,15,44,942,456,240,0,0,0,0,1697,9,35
12/10/2016,1000 - 1100,8,44,22,74,16,74,797,364,176,53,13,0,0,1449,8,27
12/10/2016,1100 - 1200,8,47,23,56,16,56,858,313,225,81,0,0,0,1524,7,30
12/10/2016,1200 - 1300,11,73,18,73,15,73,672,348,100,16,10,0,0,1181,6,40
12/10/2016,1300 - 1400,15,69,26,71,22,71,644,700,312,134,39,0,0,1896,7,43
12/10/2016,1400 - 1500,10,44,16,46,14,46,874,463,88,2,0,0,0,1474,6,36
12/10/2016,1500 - 1600,4,48,9,42,7,48,617,53,11,1,0,0,0,704,4,35
12/10/2016,1600 - 1700,6,49,11,33,9,49,937,215,4,2,0,0,0,1191,5,45
12/10/2016,1700 - 1800,5,29,10,32,7,32,890,107,2,0,0,0,0,1029,5,36
12/10/2016,1800 - 1900,13,68,18,67,16,68,809,542,103,40,10,0,0,1551,6,41
12/10/2016,1900 - 2000,13,66,23,66,18,66,312,213,92,19,3,0,0,659,3,27
12/10/2016,2000 - 2100,5,42,13,42,9,42,796,195,37,0,0,0,0,1057,5,31
12/10/2016,2100 - 2200,5,23,9,23,7,23,232,39,0,0,0,0,0,279,3,17
12/10/2016,2200 - 2300,14,53,19,47,17,53,502,310,114,22,0,0,0,980,6,25
12/10/2016,2300 - 0000,10,36,20,44,16,44,149,94,45,0,0,0,0,298,3,16
12/11/2016,0500 - 0600,16,32,21,47,19,47,135,226,51,1,0,0,0,424,2,33
12/11/2016,0600 - 0700,9,40,16,42,13,42,1420,876,133,0,0,0,0,2499,10,39
12/11/2016,0700 - 0800,4,14,10,22,8,22,159,33,0,0,0,0,0,198,1,23
12/11/2016,0800 - 0900,13,70,16,70,15,70,939,480,122,19,9,0,0,1618,9,40
12/11/2016,0900 - 1000,8,46,18,58,14,58,1014,494,185,31,0,0,0,1796,10,39
12/11/2016,1000 - 1100,10,38,17,50,14,50,771,416,100,3,0,0,0,1330,6,26
12/11/2016,1100 - 1200,7,34,18,46,14,46,464,267,67,1,0,0,0,824,4,29
12/11/2016,1200 - 1300,7,48,16,51,12,51,734,283,95,7,0,0,0,1158,6,31
12/11/2016,1300 - 1400,7,38,15,49,12,49,1192,370,159,10,0,0,0,1785,7,35
12/11/2016,1400 - 1500,8,24,12,33,10,33,740,181,2,0,0,0,0,951,4,33
12/11/2016,1500 - 1600,7,23,8,23,7,23,969,114,0,0,0,0,0,1115,5,33
12/11/2016,1600 - 1700,7,22,12,37,10,37,379,88,8,0,0,0,0,491,4,33
12/11/2016,1700 - 1800,7,36,11,40,9,40,799,188,13,0,0,0,0,1031,5,36
12/11/2016,1800 - 1900,9,55,15,66,13,66,887,380,70,10,5,0,0,1392,5,30
12/11/2016,1900 - 2000,13,54,17,38,15,54,581,409,46,4,0,0,0,1066,5,33
12/11/2016,2000 - 2100,5,29,11,30,7,30,629,116,0,0,0,0,0,768,5,23
12/11/2016,2100 - 2200,4,13,8,13,5,13,72,0,0,0,0,0,0,75,1,10
12/11/2016,2200 - 2300,7,23,10,23,8,23,214,42,0,0,0,0,0,264,3,19
12/11/2016,2300 - 0000,7,37,11,37,8,37,526,131,28,0,0,0,0,707,6,19
12/12/2016,0500 - 0600,19,37,25,42,22,42,61,180,43,0,0,0,0,292,1,32
12/12/2016,0600 - 0700,9,41,22,58,18,58,1433,1092,456,126,0,0,0,3200,13,42
12/12/2016,0700 - 0800,14,35,18,40,17,40,131,148,27,0,0,0,0,314,2,30
12/12/2016,0800 - 0900,6,30,15,34,13,34,463,267,33,0,0,0,0,792,3,40
12/12/2016,0900 - 1000,8,26,13,61,11,61,673,289,18,3,1,0,0,1013,9,28
12/12/2016,1000 - 1100,8,37,16,40,13,40,723,359,63,0,0,0,0,1183,8,29
12/12/2016,1100 - 1200,10,32,22,49,18,49,452,350,176,17,0,0,0,1028,4,37
12/12/2016,1200 - 1300,11,51,15,53,13,53,911,414,104,24,0,0,0,1521,6,36
12/12/2016,1300 - 1400,9,38,19,46,15,46,671,494,151,2,0,0,0,1379,6,37
12/12/2016,1400 - 1500,9,53,23,59,17,59,576,234,157,69,0,0,0,1070,5,30
12/12/2016,1500 - 1600,14,42,15,46,15,46,506,345,90,1,0,0,0,975,4,30
12/12/2016,1600 - 1700,8,27,13,34,10,34,833,259,7,0,0,0,0,1142,5,39
12/12/2016,1700 - 1800,16,70,27,72,21,72,835,759,296,166,53,0,0,2176,9,38
12/12/2016,1800 - 1900,8,62,28,74,21,74,670,192,147,175,45,0,0,1267,6,31
12/12/2016,1900 - 2000,17,45,28,47,22,47,220,273,163,8,0,0,0,684,3,31
12/12/2016,2000 - 2100,6,29,10,29,7,29,349,66,0,0,0,0,0,430,3,21
12/12/2016,2100 - 2200,2,9,4,9,2,9,142,0,0,0,0,0,0,146,1,9
12/12/2016,2200 - 2300,11,47,22,62,16,62,354,232,75,13,1,0,0,697,6,17
12/12/2016,2300 - 0000,8,37,18,45,13,45,312,129,40,0,0,0,0,499,5,17
12/13/2016,0500 - 0600,20,37,30,49,28,49,12,50,28,6,0,0,0,97,1,26
12/13/2016,0600 - 0700,12,47,20,49,18,49,1336,1170,447,20,0,0,0,3057,11,44
12/13/2016,0700 - 0800,16,41,20,42,19,42,274,178,135,0,0,0,0,601,3,36
12/13/2016,0800 - 0900,3,11,6,18,5,18,247,8,0,0,0,0,0,263,1,35
12/13/2016,0900 - 1000,9,32,13,36,12,36,838,337,23,0,0,0,0,1231,8,39
12/13/2016,1000 - 1100,9,33,13,36,11,36,1082,405,28,0,0,0,0,1559,10,31
12/13/2016,1100 - 1200,9,27,13,32,11,32,543,182,2,0,0,0,0,746,3,33
12/13/2016,1200 - 1300,8,29,12,29,10,29,624,196,0,0,0,0,0,851,4,34
12/13/2016,1300 - 1400,9,41,14,46,12,46,1077,367,152,3,0,0,0,1680,7,37
12/13/2016,1400 - 1500,11,48,21,52,16,52,542,301,125,15,0,0,0,1008,5,34
12/13/2016,1500 - 1600,6,20,9,21,7,21,422,62,0,0,0,0,0,498,2,30
12/13/2016,1600 - 1700,10,45,16,57,13,57,668,249,110,10,0,0,0,1072,7,36
12/13/2016,1700 - 1800,11,44,17,44,14,44,455,155,74,0,0,0,0,728,3,34
12/13/2016,1800 - 1900,8,44,19,63,15,63,914,386,121,56,17,0,0,1546,6,33
12/13/2016,1900 - 2000,12,50,28,57,19,57,391,178,175,46,0,0,0,814,4,30
12/13/2016,2000 - 2100,4,22,10,24,6,24,392,59,0,0,0,0,0,464,4,21
12/13/2016,2100 - 2200,10,51,16,51,13,51,486,226,21,17,0,0,0,773,4,25
12/13/2016,2200 - 2300,14,52,30,55,22,55,204,157,141,37,0,0,0,566,5,19
12/13/2016,2300 - 0000,3,43,16,50,11,50,240,42,50,4,0,0,0,355,3,16
12/14/2016,0500 - 0600,24,46,34,54,30,54,0,188,91,24,0,0,0,312,1,38
12/14/2016,0600 - 0700,13,59,23,59,20,59,1154,1342,587,101,0,0,0,3274,12,43
12/14/2016,0700 - 0800,6,14,9,23,8,23,192,25,0,0,0,0,0,222,1,31
12/14/2016,0800 - 0900,12,103,19,111,17,111,604,389,122,25,11,4,0,1215,6,34
12/14/2016,0900 - 1000,21,112,43,132,35,132,698,577,171,147,292,189,9,2162,11,39
12/14/2016,1000 - 1100,15,86,49,121,37,121,579,241,47,52,57,264,2,1277,6,24
12/14/2016,1100 - 1200,16,63,51,114,39,114,361,149,66,77,175,110,0,967,4,40
12/14/2016,1200 - 1300,19,86,39,89,32,89,563,357,218,257,284,0,0,1765,7,46
12/14/2016,1300 - 1400,25,80,39,93,35,93,270,416,296,180,226,8,0,1438,5,46
12/14/2016,1400 - 1500,13,65,32,72,26,72,491,227,154,258,58,0,0,1226,6,39
12/14/2016,1500 - 1600,8,29,13,34,11,34,655,255,7,0,0,0,0,944,4,38
12/14/2016,1600 - 1700,10,39,17,46,14,46,759,418,63,1,0,0,0,1305,6,41
12/14/2016,1700 - 1800,13,93,30,93,22,93,739,491,225,79,113,7,0,1709,6,35
12/14/2016,1800 - 1900,11,58,37,88,28,88,528,252,121,81,215,0,0,1234,6,28
12/14/2016,1900 - 2000,15,53,39,81,29,81,437,375,132,132,193,0,0,1314,4,34
12/14/2016,2000 - 2100,7,30,18,33,11,33,362,186,13,0,0,0,0,578,3,23
12/14/2016,2100 - 2200,8,28,14,51,11,51,436,159,18,3,0,0,0,638,5,18
12/14/2016,2200 - 2300,3,25,8,25,6,25,213,16,0,0,0,0,0,241,3,20
12/14/2016,2300 - 0000,2,23,10,45,8,45,386,95,17,0,0,0,0,527,5,19
12/15/2016,0500 - 0600,9,29,13,47,12,47,367,148,20,1,0,0,0,554,2,40
12/15/2016,0600 - 0700,13,67,28,71,23,71,905,949,454,269,53,0,0,2713,10,40
12/15/2016,0700 - 0800,9,41,22,44,20,44,363,280,227,0,0,0,0,892,4,38
12/15/2016,0800 - 0900,14,66,27,84,24,84,512,407,238,111,66,0,0,1377,4,43
12/15/2016,0900 - 1000,14,69,44,105,34,105,625,347,155,148,282,109,0,1726,10,31
12/15/2016,1000 - 1100,12,85,42,109,30,109,545,256,98,87,130,95,0,1249,7,28
12/15/2016,1100 - 1200,13,80,43,95,33,95,399,153,110,80,233,4,0,1011,5,31
12/15/2016,1200 - 1300,11,66,34,86,28,86,233,39,53,39,90,0,0,469,2,29
12/15/2016,1300 - 1400,15,90,46,125,35,125,1101,617,231,208,277,317,15,2864,9,39
12/15/2016,1400 - 1500,17,105,63,133,50,133,400,191,188,198,237,276,64,1608,6,46
12/15/2016,1500 - 1600,6,31,25,68,19,68,273,106,127,10,17,0,0,550,3,41
12/15/2016,1600 - 1700,8,29,17,40,13,40,771,391,49,0,0,0,0,1248,5,39
12/15/2016,1700 - 1800,17,93,30,102,26,102,573,361,187,106,123,19,0,1432,5,44
12/15/2016,1800 - 1900,11,66,46,92,35,92,443,166,108,83,299,9,0,1141,4,34
12/15/2016,1900 - 2000,21,82,52,105,41,105,428,378,141,130,430,93,0,1650,7,34
12/15/2016,2000 - 2100,6,31,21,48,11,48,281,87,36,6,0,0,0,424,3,17
12/15/2016,2100 - 2200,9,32,18,54,15,54,216,169,29,8,0,0,0,436,3,23
12/15/2016,2200 - 2300,10,73,18,70,16,73,401,273,87,4,11,0,0,801,6,21
12/15/2016,2300 - 0000,11,61,36,80,28,80,265,116,75,92,88,0,0,660,6,17
12/16/2016,0500 - 0600,9,26,20,48,18,48,296,176,100,6,0,0,0,603,2,42
12/16/2016,0600 - 0700,17,60,31,68,26,68,657,952,809,292,30,0,0,2829,10,46
12/16/2016,0700 - 0800,6,21,9,21,8,21,181,19,0,0,0,0,0,207,2,39
12/16/2016,0800 - 0900,8,40,20,78,17,78,696,415,176,51,12,0,0,1399,4,43
12/16/2016,0900 - 1000,12,54,24,63,20,63,951,673,333,166,5,0,0,2201,12,41
12/16/2016,1000 - 1100,12,70,36,84,27,84,458,230,138,143,128,0,0,1131,7,27
12/16/2016,1100 - 1200,9,52,26,58,19,58,558,211,184,85,0,0,0,1071,6,25
12/16/2016,1200 - 1300,7,44,23,55,17,55,738,250,319,67,0,0,0,1416,4,41
12/16/2016,1300 - 1400,16,59,27,75,23,75,701,509,384,149,60,0,0,1856,5,44
12/16/2016,1400 - 1500,13,83,41,94,33,94,496,546,211,176,348,20,0,1856,9,45
12/16/2016,1500 - 1600,7,27,14,34,11,34,327,140,11,0,0,0,0,497,2,35
12/16/2016,1600 - 1700,11,38,19,45,16,45,1053,784,235,0,0,0,0,2139,8,48
12/16/2016,1700 - 1800,7,50,17,43,13,50,740,386,85,1,0,0,0,1268,6,43
12/16/2016,1800 - 1900,7,51,17,60,13,60,747,223,89,51,0,0,0,1152,4,36
12/16/2016,1900 - 2000,11,72,32,74,25,74,788,410,185,297,112,0,0,1844,8,29
12/16/2016,2000 - 2100,7,36,23,57,15,57,323,134,32,51,0,0,0,555,3,24
12/16/2016,2100 - 2200,10,61,16,61,13,61,294,99,47,1,2,0,0,455,4,19
12/16/2016,2200 - 2300,12,51,24,55,20,55,291,264,154,29,0,0,0,763,6,19
12/16/2016,2300 - 0000,12,33,26,58,23,58,131,199,123,24,0,0,0,494,4,16
12/17/2016,0000 - 0100,16,54,38,60,34,60,49,50,88,80,0,0,0,277,3,18
12/17/2016,0500 - 0600,20,35,29,47,26,47,40,313,153,7,0,0,0,529,2,48
12/17/2016,0600 - 0700,11,39,23,50,19,50,1050,1155,517,22,0,0,0,2825,10,54
12/17/2016,0700 - 0800,8,20,14,29,13,29,310,175,0,0,0,0,0,502,3,46
12/17/2016,0800 - 0900,6,29,11,44,9,44,1108,216,21,0,0,0,0,1383,4,49
12/17/2016,0900 - 1000,9,34,20,54,17,54,912,749,238,27,0,0,0,1984,12,40
12/17/2016,1000 - 1100,7,43,17,48,13,48,693,310,91,7,0,0,0,1135,7,35
12/17/2016,1100 - 1200,7,28,12,38,10,38,724,223,13,0,0,0,0,987,5,31
12/17/2016,1200 - 1300,8,40,18,50,15,50,1185,547,240,12,0,0,0,2049,7,37
12/17/2016,1300 - 1400,8,23,10,27,9,27,514,124,0,0,0,0,0,659,3,38
12/17/2016,1400 - 1500,9,44,19,50,16,50,1350,548,286,27,0,0,0,2275,7,40
12/17/2016,1500 - 1600,8,33,18,50,14,50,970,431,129,20,0,0,0,1594,7,38
12/17/2016,1600 - 1700,10,54,16,54,13,54,623,295,42,11,0,0,0,998,4,40
12/17/2016,1700 - 1800,10,56,24,70,19,70,692,493,170,131,24,0,0,1562,8,39
12/17/2016,1800 - 1900,7,37,20,52,16,52,708,420,177,8,0,0,0,1353,8,30
12/17/2016,1900 - 2000,11,35,26,47,19,47,266,200,124,8,0,0,0,616,3,32
12/17/2016,2000 - 2100,5,27,13,32,9,32,488,164,3,0,0,0,0,681,3,30
12/17/2016,2100 - 2200,1,39,9,43,5,43,620,77,18,0,0,0,0,746,7,25
12/17/2016,2200 - 2300,12,64,30,70,24,70,421,339,267,170,24,0,0,1277,9,29
12/17/2016,2300 - 0000,14,67,36,69,28,69,360,182,247,235,15,0,0,1082,8,29
12/18/2016,0000 - 0100,4,26,15,34,11,34,156,99,4,0,0,0,0,267,2,14
12/18/2016,0500 - 0600,18,55,29,73,26,73,225,251,156,96,15,0,0,773,3,38
12/18/2016,0600 - 0700,19,60,31,72,27,72,627,984,554,305,81,0,0,2625,10,49
12/18/2016,0700 - 0800,7,26,15,35,13,35,685,304,51,0,0,0,0,1077,5,40
12/18/2016,0800 - 0900,13,57,16,57,15,57,608,441,62,29,0,0,0,1174,5,44
12/18/2016,0900 - 1000,15,52,23,62,20,62,744,572,342,104,2,0,0,1825,10,40
12/18/2016,1000 - 1100,7,41,16,48,12,48,503,162,45,6,0,0,0,738,5,29
12/18/2016,1100 - 1200,10,36,21,56,17,56,564,377,120,61,0,0,0,1164,5,30
12/18/2016,1200 - 1300,12,63,23,63,19,63,1044,758,412,89,3,0,0,2379,9,44
12/18/2016,1300 - 1400,8,40,19,40,16,40,591,482,114,0,0,0,0,1222,4,48
12/18/2016,1400 - 1500,9,37,14,50,12,50,1245,543,83,4,0,0,0,1933,8,45
12/18/2016,1500 - 1600,9,33,15,34,13,34,650,297,29,0,0,0,0,1011,4,39
12/18/2016,1600 - 1700,8,35,16,38,13,38,1044,526,91,0,0,0,0,1706,7,45
12/18/2016,1700 - 1800,8,35,16,40,12,40,729,344,56,0,0,0,0,1168,7,42
12/18/2016,1800 - 1900,19,47,24,48,22,48,164,374,155,8,0,0,0,721,3,37
12/18/2016,1900 - 2000,16,52,25,71,21,71,669,603,363,77,7,0,0,1774,7,39
12/18/2016,2000 - 2100,4,32,14,32,7,32,342,69,5,0,0,0,0,429,3,26
12/18/2016,2100 - 2200,2,16,6,18,4,18,165,4,0,0,0,0,0,174,3,14
12/18/2016,2200 - 2300,10,45,18,66,14,66,549,270,109,3,2,0,0,963,7,21
12/18/2016,2300 - 0000,20,77,34,75,26,77,307,127,129,156,40,0,0,785,8,17
12/19/2016,0000 - 0100,5,17,10,19,8,19,80,13,0,0,0,0,0,98,1,16
12/19/2016,0600 - 0700,10,34,17,40,15,40,1213,854,140,0,0,0,0,2270,9,45
12/19/2016,0700 - 0800,12,33,20,36,18,36,385,682,103,0,0,0,0,1202,5,38
12/19/2016,0800 - 0900,5,23,8,23,8,23,701,107,0,0,0,0,0,831,3,42
12/19/2016,0900 - 1000,8,39,15,45,13,45,1186,685,113,0,0,0,0,2054,12,43
12/19/2016,1000 - 1100,17,67,27,69,25,69,308,217,135,108,22,0,0,819,5,35
12/19/2016,1100 - 1200,9,42,23,51,18,51,569,316,213,25,0,0,0,1158,6,38
12/19/2016,1200 - 1300,11,54,25,87,20,87,1275,609,361,225,46,0,0,2611,9,44
12/19/2016,1300 - 1400,15,44,26,64,22,64,451,355,159,114,14,0,0,1126,4,42
12/19/2016,1400 - 1500,10,41,7,41,8,41,422,123,28,0,0,0,0,595,3,24
12/19/2016,1500 - 1600,10,44,21,53,17,53,1025,533,299,27,0,0,0,1949,7,39
12/19/2016,1600 - 1700,9,40,17,46,14,46,1088,633,103,6,0,0,0,1934,8,37
12/19/2016,1700 - 1800,8,51,18,57,14,57,516,319,52,11,0,0,0,927,4,35
12/19/2016,1800 - 1900,10,50,21,50,17,50,541,386,142,26,0,0,0,1130,6,35
12/19/2016,1900 - 2000,15,46,23,46,19,46,583,596,243,10,0,0,0,1469,6,35
12/19/2016,2000 - 2100,8,28,12,28,10,28,636,181,0,0,0,0,0,843,5,24
12/19/2016,2100 - 2200,5,29,12,32,8,32,283,102,6,0,0,0,0,406,5,17
12/19/2016,2200 - 2300,12,66,19,81,16,81,449,311,80,6,10,0,0,888,8,22
12/19/2016,2300 - 0000,6,42,19,65,14,65,510,309,89,24,3,0,0,971,9,21
12/20/2016,0500 - 0600,20,35,26,48,25,48,29,89,43,3,0,0,0,170,1,31
12/20/2016,0600 - 0700,12,53,21,55,19,55,928,737,337,56,0,0,0,2119,8,42
12/20/2016,0700 - 0800,6,31,14,34,13,34,924,602,30,0,0,0,0,1599,5,40
12/20/2016,0800 - 0900,6,30,15,40,13,40,682,326,51,0,0,0,0,1094,5,37
12/20/2016,0900 - 1000,13,61,30,87,25,87,959,555,256,176,235,0,0,2262,12,36
12/20/2016,1000 - 1100,12,54,31,76,25,76,220,71,35,77,48,0,0,464,3,23
12/20/2016,1100 - 1200,7,38,17,43,13,43,721,264,97,0,0,0,0,1117,6,26
12/20/2016,1200 - 1300,12,57,21,61,17,61,447,238,128,28,2,0,0,880,3,29
12/20/2016,1300 - 1400,11,81,28,95,23,95,912,349,237,156,130,13,0,1866,6,34
12/20/2016,1400 - 1500,19,73,53,112,40,112,397,399,121,98,285,138,0,1479,5,34
12/20/2016,1500 - 1600,7,43,22,51,17,51,414,125,109,57,0,0,0,727,3,31
12/20/2016,1600 - 1700,9,57,28,89,21,89,877,472,211,208,43,0,0,1880,8,41
12/20/2016,1700 - 1800,8,29,29,58,21,58,381,209,126,101,0,0,0,839,4,41
12/20/2016,1800 - 1900,14,71,34,103,27,103,683,580,351,174,175,28,0,2051,10,36
12/20/2016,1900 - 2000,22,98,51,98,34,98,338,316,86,140,205,24,0,1147,6,29
12/20/2016,2000 - 2100,10,56,31,77,19,77,463,115,93,87,37,0,0,843,5,27
12/20/2016,2100 - 2200,10,63,25,70,19,70,310,90,42,46,28,0,0,529,4,16
12/20/2016,2200 - 2300,17,60,40,83,30,83,197,138,131,116,56,0,0,661,7,17
12/20/2016,2300 - 0000,22,75,49,89,40,89,212,96,110,132,246,0,0,822,7,21
12/21/2016,0000 - 0100,27,64,51,67,37,67,16,25,18,16,18,0,0,96,1,12
12/21/2016,0500 - 0600,37,58,44,63,41,63,0,2,209,85,4,0,0,310,1,34
12/21/2016,0600 - 0700,19,58,32,75,29,75,613,1182,599,426,160,0,0,3070,10,42
12/21/2016,0700 - 0800,7,41,26,65,19,65,355,117,174,34,13,0,0,720,3,29
12/21/2016,0800 - 0900,8,43,17,51,14,51,468,181,89,5,0,0,0,765,4,35
